Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Kansas City - MO,1056970.0,1061172.0,1068234.0,1073730.0,1076735.0,1079174.0,1085216.0,1085878.0,1084357.0,1086485.0,1089571.0,1090559.0,1090046.0,1097294.0,1098469.0,1104360.0,1105904.0,1002935.0,1051745.0,1058594.0,1063844.0,1068692.0,1080951.0,1087597.0,1098366.0,1100258.0,1114940.0,1120863.0,1125954.0,1133339.0,1136892.0,1140413.0,1143913.0,1153754.0,1153321.0,1155342.0,1151029.0,1150579.0,1152907.0,1152330.0,1152658.0,1153066.0,,1153551.0,1154340.0,1155185.0,1156052.0,1156908.0,1157692.0,1158518.0,1159328.0,1160155.0,1160975.0,1162043.0,1163210.0,1164435.0,1165723.0,1167017.0,1168303.0,1169546.0,1170764.0,1171968.0,1159941.0,1161099.0,1162237.0,1163371.0,1164487.0,1165596.0,1166700.0,1167807.0,1168913.0,1170011.0,1171109.0,1172211.0,1173315.0,1174403.0,1175489.0,1176579.0,1177672.0,1178755.0,1179832.0
Killeen - TX,140040.6875,140492.296875,140906.203125,141557.90625,142577.109375,143372.796875,142949.5,142983.796875,142471.0,142459.90625,143291.0,143461.296875,143686.40625,144429.90625,145305.203125,145774.59375,146576.09375,137391.09375,142263.5,142897.296875,143610.5,145163.0,147014.6875,148296.59375,148955.203125,149811.296875,151015.390625,152022.703125,151719.40625,152790.296875,153838.5,154457.0,155736.5,155701.5,155538.796875,155387.796875,155732.609375,156287.703125,156528.390625,156435.203125,156585.09375,156759.40625,,156931.0,157111.203125,157298.296875,157504.890625,157715.1875,157905.90625,158080.796875,158257.703125,158450.296875,158659.703125,158891.5,159143.40625,159402.6875,159671.40625,159938.90625,160210.609375,160480.890625,160747.1875,161005.5,158288.40625,158548.59375,158808.703125,159068.796875,159325.1875,159578.5,159827.703125,160073.5,160317.59375,160560.703125,160800.0,161040.09375,161279.40625,161518.40625,161753.59375,161990.703125,162225.796875,162461.390625,162694.3125
Knoxville - TN,389042.375,391523.28125,392562.5,393992.875,394508.6875,395598.5,396226.59375,395860.40625,396995.21875,399733.625,400162.28125,401618.5,403100.71875,403584.5,405561.8125,408022.1875,410226.28125,378746.625,393545.5,399619.0,402696.09375,406283.28125,411887.6875,416074.59375,424054.5,427105.40625,431562.90625,435445.1875,438037.6875,441220.3125,442585.5,445890.40625,447634.09375,451310.5,453646.5,455026.09375,455017.59375,456360.1875,457004.90625,457308.6875,457682.3125,458094.5,,458612.0,459193.375,459772.09375,460393.40625,461026.21875,461645.5,462243.28125,462803.09375,463352.5,463891.5,464466.1875,465098.6875,465731.8125,466388.21875,467058.09375,467709.59375,468357.21875,468981.5,469590.21875,465624.21875,466208.59375,466784.21875,467367.625,467941.90625,468525.21875,469097.5,469669.90625,470239.90625,470808.28125,471375.0,471940.78125,472510.5,473078.09375,473642.21875,474209.0,474775.5,475342.5,475907.28125
Lafayette - LA,177336.109375,175033.5,173689.109375,173569.90625,174934.09375,175163.1875,175737.90625,173977.5,175418.0,176634.203125,177065.3125,177920.0,177402.890625,178264.5,177991.390625,178243.0,177844.703125,160300.796875,165722.703125,167602.59375,169845.796875,171737.90625,173372.0,175150.796875,176528.390625,176898.5,179016.90625,179808.5,180297.890625,181230.390625,180733.5,181812.1875,183448.890625,183916.703125,184487.203125,185923.59375,187320.796875,186843.203125,186881.296875,187077.890625,187106.0,187069.59375,,187037.703125,187015.796875,186992.203125,186994.59375,186958.296875,186921.703125,186856.796875,186786.5,186710.6875,186687.296875,186688.0,186717.796875,186750.5,186790.0,186830.59375,186879.296875,186927.0,186969.296875,187008.609375,185587.09375,185624.6875,185664.703125,185707.390625,185746.40625,185785.703125,185823.703125,185864.109375,185900.5,185936.703125,185970.5,186007.203125,186042.09375,186075.1875,186105.0,186136.796875,186165.796875,186193.296875,186218.3125
Lakeland - FL,211806.109375,215027.0,216280.109375,217428.203125,219474.796875,220768.203125,220688.59375,222948.203125,223806.90625,226463.5,229658.59375,231988.609375,232421.09375,233945.09375,237233.0,239679.703125,241915.5,230872.0,240390.203125,246319.5,249584.90625,251895.59375,254709.90625,259203.3125,260413.609375,264016.6875,266945.71875,268230.28125,269730.71875,271479.1875,272450.0,274186.1875,274756.59375,275674.71875,277282.28125,277229.8125,277835.78125,279646.40625,279907.28125,280223.125,280488.1875,280907.8125,,281467.90625,282028.09375,282606.125,283199.5,283796.6875,284374.6875,284941.09375,285480.90625,286003.8125,286516.59375,287055.0,287621.40625,288212.71875,288822.375,289440.3125,290084.40625,290731.0,291367.625,292001.59375,288088.71875,288690.78125,289289.78125,289888.5,290484.5,291073.5,291657.71875,292240.90625,292825.8125,293409.78125,293992.09375,294573.21875,295155.6875,295736.375,296315.3125,296894.71875,297473.125,298049.8125,298626.3125
Lancaster - PA,245511.59375,246609.5,247799.5,248109.09375,249701.296875,250561.203125,251844.296875,252743.5,254790.40625,256574.3125,257337.578125,258456.78125,258382.5,258688.390625,259523.59375,260947.515625,260850.09375,221292.796875,241429.09375,244319.0,246584.703125,248732.0,251411.109375,253553.296875,257449.796875,259491.09375,260693.609375,261733.609375,262636.0,263220.3125,263884.875,265012.21875,265252.28125,266258.5,267053.40625,267898.5,268399.5,269282.90625,269661.90625,269997.3125,270182.3125,270360.59375,,270535.1875,270743.90625,270936.40625,271181.6875,271427.09375,271644.90625,271840.6875,272050.0,272263.40625,272483.0,272712.875,272981.90625,273258.3125,273546.375,273847.6875,274172.3125,274492.625,274802.5,275108.40625,272568.90625,272893.09375,273223.0,273550.6875,273879.09375,274198.6875,274516.90625,274834.8125,275150.0,275464.59375,275776.6875,276090.59375,276400.6875,276709.90625,277014.90625,277323.0,277628.125,277931.40625,278230.0
Lansing - MI,228758.609375,230485.796875,232339.0,234166.203125,235287.09375,235082.203125,234650.40625,235565.40625,236320.09375,236489.296875,237186.203125,237781.59375,238379.0,238907.109375,237432.90625,236612.90625,238582.0,198952.5,216461.703125,215779.609375,218149.3125,217628.0,221188.40625,222876.90625,225147.90625,228909.890625,231328.59375,234014.296875,235789.59375,238943.0,240655.90625,240292.40625,242075.1875,242116.890625,243052.40625,245857.890625,246783.0,247987.703125,248185.109375,248335.6875,248445.09375,248624.5,,248820.6875,249023.109375,249201.59375,249392.8125,249580.703125,249749.09375,249911.296875,250061.09375,250206.09375,250382.40625,250590.703125,250823.703125,251060.109375,251302.3125,251543.703125,251785.0,252022.296875,252253.90625,252459.90625,247838.8125,248023.0,248201.203125,248376.40625,248544.203125,248707.390625,248862.0,249013.796875,249161.0,249304.390625,249442.09375,249574.796875,249704.609375,249829.1875,249949.09375,250065.203125,250178.703125,250287.59375,250392.5
Las Vegas - NV,933416.0,942521.5,953594.1875,957462.6875,967779.75,971752.9375,979820.3125,984840.5625,993536.3125,1001449.0,1010198.0,1017447.0,1026041.0,1031989.0,1037961.0625,1047457.0,1051334.0,805288.8125,895036.9375,913462.5,928868.0,970451.0,1011609.0,1035550.0625,1056174.0,1078562.0,1091661.0,1100607.0,1112797.0,1119619.0,1125694.0,1139512.0,1145514.0,1150715.0,1151783.0,1156713.0,1151698.0,1150846.0,1150087.0,1151682.0,1152867.0,1154125.0,,1155829.0,1157963.0,1160772.0,1163571.0,1166334.0,1169024.0,1171614.0,1174099.0,1176496.0,1178877.0,1181385.0,1184092.0,1186964.0,1189938.0,1192963.0,1196016.0,1199088.0,1202191.0,1205252.0,1191522.0,1194380.0,1197277.0,1200137.0,1203001.0,1205847.0,1208687.0,1211525.0,1214351.0,1217180.0,1219984.0,1222804.0,1225609.0,1228422.0,1231220.0,1234035.0,1236842.0,1239664.0,1242467.0
Lehigh Valley - PA,361985.0,362799.8125,365864.1875,367039.0,367411.40625,368568.375,369969.21875,370892.40625,372334.8125,374852.28125,375214.59375,376914.78125,378803.5,379573.90625,381038.78125,382554.09375,382157.8125,323482.09375,352324.1875,359310.40625,364093.28125,366121.1875,370735.59375,376723.78125,380163.90625,383180.3125,385902.40625,387336.3125,389107.6875,389435.5,388928.71875,390579.40625,392742.8125,394946.8125,397421.21875,399272.5,401746.0,402837.875,403663.78125,404563.125,405038.59375,405323.40625,,405610.0,406001.5,406431.21875,406796.28125,407105.90625,407376.90625,407640.8125,407914.0,408195.0,408501.40625,408889.40625,409300.125,409751.09375,410235.8125,410726.59375,411223.125,411714.0,412198.40625,412674.40625,406944.0,407414.09375,407887.5,408371.1875,408850.71875,409321.6875,409786.40625,410252.40625,410719.40625,411180.125,411639.71875,412099.40625,412559.375,413014.3125,413465.78125,413917.0,414368.09375,414813.5,415256.40625
Lexington - KY,272203.40625,273172.0,275196.09375,275595.40625,277863.8125,276226.59375,276968.8125,277045.6875,275790.0,277025.59375,276156.59375,275536.28125,276588.8125,278203.1875,279381.8125,280381.90625,281418.09375,248757.59375,265927.1875,267324.0,268486.3125,270578.0,274536.28125,277948.09375,280760.5,283783.0,286766.28125,290319.0,292680.21875,294824.0,296578.875,297971.90625,299501.0,300417.375,302353.0,302347.40625,304203.875,306190.1875,306351.09375,306355.59375,306467.71875,306564.21875,,306754.09375,307036.5,307390.0,307718.40625,307979.1875,308204.8125,308419.0,308607.5,308771.09375,308983.0,309228.3125,309508.0,309794.3125,310091.71875,310387.78125,310700.1875,311005.3125,311314.5,311621.875,304436.71875,304724.09375,305013.5,305297.21875,305582.5,305863.8125,306151.3125,306433.90625,306716.8125,306999.125,307279.6875,307561.5,307840.0,308119.0,308395.1875,308672.0,308946.40625,309221.0,309493.5
Little Rock - AR,355702.59375,356815.78125,358217.09375,358420.40625,359788.21875,361544.5,362838.40625,363002.40625,362051.40625,364693.21875,367553.8125,368857.78125,369384.1875,368151.40625,366744.90625,368220.0,368990.28125,340396.40625,352223.6875,356709.8125,358792.90625,362990.8125,366537.0,372237.09375,375734.8125,378088.90625,380980.5,384437.8125,387075.90625,388636.1875,390361.78125,392814.5,393743.28125,396382.59375,398691.5,400209.0,402013.625,401968.6875,402848.59375,402440.71875,402400.09375,402511.8125,,402719.90625,402938.1875,403194.0,403432.09375,403697.375,403967.59375,404269.90625,404575.71875,404858.625,405125.78125,405441.09375,405803.0,406179.0,406579.40625,406990.8125,407422.5,407849.5,408266.8125,408663.40625,404915.71875,405290.71875,405656.09375,406027.0,406389.59375,406751.8125,407109.0,407464.6875,407818.125,408171.125,408523.40625,408873.59375,409226.28125,409577.0,409924.8125,410268.1875,410615.8125,410961.21875,411305.3125
Long Island - NY,1324405.0,1329362.0,1336866.0,1340031.0,1344248.0,1347347.0,1353129.0,1353373.0,1351705.0,1357779.0,1354571.0,1357858.0,1357925.0,1356059.0,1353690.0,1354542.0,1351833.0,1090545.0,1209595.0,1251320.0,1262151.0,1270673.0,1283573.0,1304430.0,1319159.0,1322620.0,1329190.0,1333662.0,1336811.0,1343469.0,1349883.0,1349454.0,1353233.0,1359769.0,1361697.0,1365247.0,1371180.0,1370085.0,1375092.0,1376337.0,1377092.0,1378160.0,,1378706.0,1379318.0,1379472.0,1379841.0,1380292.0,1380782.0,1381380.0,1382051.0,1382795.0,1383529.0,1384520.0,1385727.0,1386892.0,1388162.0,1389411.0,1390697.0,1391918.0,1393093.0,1394236.0,1369753.0,1370933.0,1372099.0,1373319.0,1374515.0,1375718.0,1376888.0,1378028.0,1379206.0,1380367.0,1381567.0,1382740.0,1383952.0,1385131.0,1386344.0,1387529.0,1388750.0,1389940.0,1391164.0
Los Angeles - CA,4351779.0,4384631.0,4398015.0,4408701.0,4414428.0,4431591.0,4460296.0,4477767.0,4494761.0,4499422.0,4517812.0,4539058.0,4549219.0,4544527.0,4562118.0,4583619.0,4606221.0,3926235.0,4051388.0,4129387.25,4143314.0,4267167.0,4359522.0,4431734.0,4481818.0,4523388.0,4544308.0,4554710.0,4547174.0,4545954.0,4540340.0,4558646.0,4602762.0,4589997.0,4598267.0,4615750.0,4613459.0,4613915.0,4610099.0,4608525.0,4608310.0,4609638.0,,4611859.0,4615281.0,4619138.0,4622832.0,4626135.0,4629310.0,4632443.0,4635379.0,4638156.0,4640777.0,4644208.0,4648176.0,4652333.0,4656796.0,4661296.0,4665931.0,4670571.0,4675160.0,4679927.0,4626090.0,4630762.0,4635378.0,4640137.0,4644782.0,4649424.0,4653984.0,4658538.0,4663058.0,4667483.0,4671967.0,4676440.0,4680954.0,4685347.0,4689775.0,4694167.0,4698576.0,4702912.0,4707246.0
Louisville - KY,661844.1875,665227.1875,669055.3125,668323.8125,670841.1875,674255.125,677293.875,677633.4375,678343.0,681322.5,681981.3125,683081.125,683317.5,684118.75,687375.9375,689170.75,688410.8125,605699.875,650859.8125,659208.0,665482.0,667736.5625,675161.3125,680994.375,687964.75,691288.5,697644.0,703175.75,705803.25,709202.8125,710403.0625,713371.1875,717288.3125,718971.5,720532.75,720349.4375,722480.25,724773.9375,725388.5,725550.1875,725892.1875,726391.8125,,726882.0,727512.875,728083.125,728623.0,729000.4375,729385.0,729822.875,730235.875,730649.4375,731181.6875,731805.5,732504.25,733201.0,733923.0,734664.1875,735394.75,736115.875,736814.6875,737492.375,723717.125,724377.0,725017.0,725670.5625,726317.375,726956.4375,727594.1875,728226.3125,728854.9375,729485.5,730113.75,730745.75,731375.9375,732003.8125,732624.5625,733245.5,733866.0625,734485.5,735100.125
Madison - WI,396022.875,397573.78125,399777.40625,401347.0,401432.90625,403188.1875,403590.59375,403650.5,406879.3125,408360.5,408156.1875,409342.59375,411321.90625,413075.5,411959.09375,414589.1875,415660.0,369368.40625,388920.59375,392050.6875,395395.59375,400022.625,404223.6875,404874.3125,408769.40625,410999.5,415267.40625,418487.21875,421017.09375,423104.0,425821.90625,427308.8125,429992.8125,430908.6875,431149.6875,429942.0,430556.78125,429582.3125,430828.5,431095.875,431375.3125,431681.3125,,432072.125,432476.8125,432895.90625,433401.5,433952.09375,434496.78125,435072.8125,435628.59375,436168.40625,436710.5,437273.5,437910.1875,438546.0,439194.5,439852.0,440520.90625,441190.71875,441847.40625,442477.6875,435686.875,436289.0,436886.6875,437482.59375,438071.8125,438653.6875,439228.90625,439800.59375,440367.875,440932.3125,441489.0,442043.40625,442594.40625,443139.09375,443675.40625,444208.5,444739.40625,445266.59375,445785.40625
Manchester - NH,203230.109375,203923.203125,204044.6875,204816.40625,205693.09375,206254.5,206593.59375,206236.296875,206701.09375,207344.5,207742.0,208783.09375,209455.3125,210034.390625,209977.90625,210344.796875,210346.796875,183344.5,195549.5,198009.09375,198681.203125,199411.796875,200962.296875,202038.296875,203169.203125,204118.8125,205788.0,205828.703125,206744.703125,207405.90625,207362.0,207532.8125,207426.40625,206889.609375,206984.0,208599.59375,208803.5,209174.8125,208949.09375,208895.40625,208911.0,208924.109375,,208971.5,209064.796875,209145.203125,209228.1875,209318.6875,209400.09375,209460.5,209512.796875,209576.296875,209635.09375,209711.90625,209807.40625,209915.0,210036.890625,210163.1875,210294.40625,210424.609375,210548.203125,210666.5,209086.203125,209206.5,209323.296875,209444.3125,209562.703125,209684.203125,209804.0,209923.703125,210045.5,210165.796875,210286.890625,210407.890625,210531.203125,210652.40625,210773.796875,210894.609375,211016.5,211135.796875,211255.5
McAllen - TX,249367.40625,250831.5,252919.6875,254664.5,255693.296875,257385.3125,257409.0,259901.0,262112.0,263469.09375,264765.28125,266280.78125,267469.09375,268845.40625,271651.78125,273281.5,274384.3125,254518.59375,262877.5,263989.90625,266152.8125,271377.28125,277968.40625,280108.40625,283191.40625,285480.09375,290989.8125,292284.6875,295278.1875,296489.09375,298745.21875,300440.625,300101.28125,300717.90625,303188.6875,303484.5,305107.40625,305822.5,306762.0,307485.8125,308023.1875,308479.8125,,308979.8125,309512.6875,310092.8125,310671.90625,311243.90625,311805.5,312372.1875,312931.21875,313477.0,314031.90625,314650.90625,315325.5,316018.1875,316734.09375,317448.6875,318171.21875,318888.625,319600.40625,320299.71875,317446.59375,318136.59375,318821.09375,319513.875,320195.1875,320870.90625,321537.40625,322194.21875,322844.78125,323488.59375,324126.8125,324762.6875,325396.40625,326022.3125,326644.59375,327265.28125,327880.71875,328491.90625,329099.6875
Melbourne - FL,205556.90625,208644.0,212390.109375,213568.09375,215247.09375,215908.09375,216056.90625,219852.203125,222808.5,225031.296875,227293.796875,229558.109375,230823.5,232879.5,234567.5,236179.5,235748.5,219015.203125,229464.796875,231483.0,234983.90625,236743.296875,239715.1875,240192.59375,242531.0,243651.390625,246360.3125,249140.0,251511.09375,253795.8125,254986.609375,256438.6875,256915.1875,257810.609375,258696.5,259737.796875,261472.8125,261560.484375,261688.59375,261665.890625,261838.015625,262102.90625,,262459.1875,262853.09375,263263.3125,263661.28125,264070.3125,264489.28125,264889.5,265269.71875,265645.375,266019.5,266425.90625,266836.09375,267274.59375,267724.5,268183.90625,268652.3125,269121.40625,269578.1875,270022.3125,265632.8125,266053.71875,266472.6875,266884.3125,267286.59375,267683.0,268071.1875,268453.71875,268835.375,269216.71875,269595.21875,269973.3125,270347.90625,270722.90625,271095.78125,271468.5,271839.375,272210.78125,272580.1875
Memphis - TN,635651.0,636171.3125,639530.8125,640271.8125,640082.1875,642298.25,643039.3125,643244.0625,645063.125,648713.625,650172.125,651419.125,654160.8125,655279.4375,655522.8125,654535.5,654642.0,606771.75,620027.5625,636969.9375,633913.0,637731.625,645338.375,648357.1875,654264.25,661772.125,660098.0,658798.25,660170.75,658450.3125,659612.4375,660395.375,662864.0,661873.25,660897.875,661050.5,658601.0,660386.75,660981.3125,660529.125,660466.1875,660473.3125,,660603.25,660852.4375,661150.3125,661496.5,661803.5,662099.5,662430.75,662745.4375,663063.5,663358.6875,663734.0,664239.1875,664744.875,665293.375,665849.9375,666396.4375,666932.1875,667443.4375,667965.0625,659587.25,660084.75,660580.375,661084.5,661581.9375,662067.3125,662548.875,663028.3125,663506.0,663973.5625,664437.3125,664902.0,665369.3125,665821.6875,666267.5625,666717.6875,667167.3125,667604.125,668036.0625
Miami - FL,1141545.0,1150109.0,1158720.0,1161904.0,1167814.0,1173678.0,1168445.0,1178635.0,1186737.0,1190882.0,1200863.0,1207920.0,1213268.0,1213539.0,1223092.0,1232316.0,1230581.0,1075125.0,1119445.0,1134797.0,1148899.0,1164827.0,1193470.0,1212257.0,1227547.0,1245422.0,1264151.0,1278081.0,1285793.0,1298005.0,1306267.0,1319235.0,1327822.0,1332164.0,1339339.0,1348594.0,1355526.0,1356441.0,1356902.0,1357108.0,1357561.0,1358528.0,,1359650.0,1361128.0,1362760.0,1364464.0,1366208.0,1367953.0,1369688.0,1371357.0,1373021.0,1374606.0,1376317.0,1378134.0,1380033.0,1382016.0,1384015.0,1386042.0,1388056.0,1390047.0,1392065.0,1368990.0,1370866.0,1372719.0,1374570.0,1376407.0,1378216.0,1380027.0,1381827.0,1383638.0,1385431.0,1387227.0,1389011.0,1390807.0,1392586.0,1394370.0,1396146.0,1397938.0,1399716.0,1401499.0
Milwaukee - WI,859988.5625,860739.5,862227.8125,862525.0,864317.3125,865929.3125,867060.125,868422.8125,872697.1875,872912.1875,873269.125,874052.1875,872869.0,873472.75,873930.4375,875047.5,873722.6875,775278.375,816482.0,821009.25,823893.625,828451.625,836604.1875,839128.75,847076.8125,848454.0,855443.625,857697.0625,860553.5625,859462.25,861642.0,862190.3125,861553.0,863954.5,865341.375,866038.0,867638.6875,862842.0,860632.625,861407.25,861249.875,860653.5,,860457.0,860429.0625,860471.625,860595.875,860741.5,860862.3125,861031.8125,861204.3125,861373.4375,861569.875,861821.6875,862182.3125,862589.625,863063.0,863561.5,864063.4375,864567.5,865050.625,865471.3125,850344.75,850640.0,850921.875,851211.125,851486.5625,851762.5,852042.3125,852331.4375,852615.3125,852900.0625,853178.5625,853464.125,853743.0,854012.875,854272.875,854533.0625,854784.5,855030.5,855267.25
Minneapolis - MN,1891696.0,1897975.0,1913938.0,1918353.0,1934594.0,1936682.0,1944446.0,1947310.0,1962945.0,1962229.0,1970368.0,1974400.0,1975397.0,1981990.0,1986760.0,1990341.0,1994128.0,1736112.0,1823688.0,1843062.0,1864370.0,1877095.0,1892664.0,1911969.0,1924430.0,1931807.0,1941717.0,1947709.0,1961727.0,1965960.0,1970972.0,1976049.0,1979388.0,1986721.0,1989045.0,2001346.0,2005149.0,2001987.0,2005150.0,2007233.0,2008328.0,2009637.0,,2010769.0,2012342.0,2013712.0,2015052.0,2016489.0,2017861.0,2019267.0,2020733.0,2022215.0,2023753.0,2025564.0,2027512.0,2029533.0,2031606.0,2033686.0,2035849.0,2037972.0,2040052.0,2042124.0,2017547.0,2019547.0,2021538.0,2023528.0,2025500.0,2027482.0,2029456.0,2031432.0,2033411.0,2035375.0,2037335.0,2039307.0,2041278.0,2043227.0,2045160.0,2047093.0,2049016.125,2050919.875,2052824.0
Mobile - AL,182554.796875,183976.390625,183065.09375,182388.109375,183722.390625,183751.609375,184201.59375,184264.40625,183904.40625,184828.09375,185159.1875,186276.703125,185857.0,185357.796875,186321.203125,186076.796875,186312.0,170884.796875,177687.0,179171.703125,179579.796875,181029.203125,182935.296875,183858.5,185453.09375,185650.296875,186665.796875,187537.90625,188192.0,188357.0,188632.09375,188150.703125,189384.90625,190361.09375,191373.3125,192713.0,193410.90625,194097.703125,194135.703125,194126.09375,194110.390625,194076.09375,,194043.0,194054.203125,194088.203125,194149.90625,194203.296875,194233.5,194251.296875,194265.59375,194286.296875,194303.40625,194331.703125,194403.3125,194462.296875,194530.390625,194606.296875,194686.5,194766.203125,194840.109375,194921.296875,190396.5,190477.40625,190556.109375,190640.390625,190719.703125,190797.890625,190870.296875,190943.09375,191015.390625,191089.40625,191161.890625,191236.40625,191310.0,191381.296875,191450.703125,191522.5,191594.0,191663.09375,191729.40625
Modesto - CA,168859.796875,170379.296875,172292.609375,172039.09375,172270.90625,173798.40625,175504.59375,176540.890625,177980.609375,179065.703125,179030.5,179751.203125,180032.390625,180762.09375,181589.90625,182743.296875,183645.09375,165358.40625,171889.203125,173703.90625,175079.5,177565.796875,179936.40625,181100.0,184587.296875,185350.796875,186266.6875,186838.296875,187192.703125,188357.0,188798.703125,189718.59375,190085.296875,190194.203125,191674.109375,194519.109375,195385.1875,195100.59375,195426.796875,195815.3125,196016.203125,196248.3125,,196496.203125,196764.40625,196999.6875,197249.0,197496.90625,197755.796875,198020.5,198284.109375,198533.59375,198773.296875,199044.40625,199351.296875,199646.1875,199951.703125,200264.5,200583.09375,200897.40625,201203.09375,201508.796875,198269.609375,198586.296875,198900.703125,199221.890625,199540.0,199854.796875,200166.703125,200475.09375,200783.703125,201092.109375,201400.703125,201707.703125,202019.5,202327.5,202636.3125,202943.09375,203252.8125,203560.296875,203869.796875
Montgomery - AL,174976.0,175631.890625,176016.40625,176697.796875,177464.0,177626.5,177170.703125,177040.296875,176616.109375,176934.0,176932.09375,176355.296875,177036.796875,177964.796875,178091.296875,177309.59375,177478.109375,161975.5,168705.40625,171503.40625,172712.59375,172836.90625,174971.5,176314.109375,176461.8125,176832.0,178617.90625,179275.5,180564.40625,181596.6875,182533.203125,183913.890625,185183.0,186421.0,187061.09375,187428.609375,188558.90625,188648.5,188589.0,188318.09375,188249.40625,188209.390625,,188187.5,188208.40625,188262.09375,188327.296875,188381.109375,188408.0,188442.3125,188464.5,188493.609375,188524.3125,188564.890625,188637.796875,188709.796875,188788.703125,188876.796875,188966.796875,189057.5,189143.203125,189233.3125,185865.296875,185945.296875,186023.296875,186096.203125,186166.0,186235.5,186302.40625,186368.0,186430.203125,186490.90625,186548.703125,186607.609375,186665.203125,186719.890625,186771.703125,186825.109375,186877.5,186927.90625,186974.5
Myrtle Beach - SC,127475.8984375,128125.1953125,130167.1015625,130011.0,132823.390625,134118.703125,134819.0,135093.90625,137712.0,139129.0,137928.40625,138067.796875,139359.5,140733.40625,141840.0,141107.703125,140342.296875,115285.3046875,129327.390625,133395.296875,134176.5,135139.203125,137484.703125,140220.390625,142628.09375,144054.5,146692.09375,148724.390625,151019.890625,149060.5,151572.203125,153089.203125,153668.90625,153898.40625,153466.296875,156123.59375,157506.109375,160667.09375,161218.09375,161474.0,161646.5,161875.90625,,162127.90625,162402.609375,162723.6875,163084.390625,163451.09375,163793.90625,164108.5,164417.09375,164720.390625,165033.40625,165363.203125,165722.0,166082.59375,166451.796875,166823.203125,167209.0,167597.390625,167982.09375,168363.0,167255.40625,167624.609375,167999.0,168370.109375,168741.5,169110.703125,169478.703125,169843.796875,170209.0,170573.8125,170934.40625,171295.59375,171655.0,172014.5,172368.890625,172725.6875,173080.40625,173435.59375,173786.703125
Naples - FL,139508.796875,140924.390625,142468.90625,143288.296875,144408.0,145436.703125,142716.203125,145913.40625,147662.59375,149188.09375,150385.609375,152384.0,153771.390625,153654.5,154334.703125,156075.109375,156743.390625,137726.109375,148094.796875,148431.796875,150511.0,153754.890625,157144.390625,159098.09375,160643.90625,163754.203125,166479.40625,166382.0,169073.0,170673.59375,172401.703125,174406.296875,176846.0,178307.09375,179172.203125,176859.796875,177014.5,177482.703125,177789.203125,178148.0,178401.59375,178703.203125,,179063.0,179454.609375,179896.0,180379.296875,180870.5,181314.296875,181709.5,182089.40625,182460.40625,182839.5,183232.296875,183653.203125,184086.703125,184528.59375,184977.0,185437.8125,185903.5,186368.5,186831.796875,183117.0,183570.6875,184023.796875,184473.5,184922.0,185365.09375,185804.390625,186239.90625,186674.890625,187109.796875,187540.09375,187968.5,188397.0,188823.109375,189245.0,189665.6875,190086.109375,190505.203125,190920.203125
Nashville - TN,935277.5,942953.6875,954126.125,961988.25,970442.875,977811.25,988783.8125,994528.1875,1001989.0,1009710.0,1019058.0,1027069.0,1035694.0,1043712.0625,1048856.0,1052557.0,1059168.0,943885.6875,993666.3125,1022519.0,1028641.9375,1042217.0625,1065090.0,1082844.0,1104260.0,1119559.0,1132898.0,1143518.0,1153434.0,1161846.0,1166819.0,1174607.0,1180696.0,1188447.0,1191261.0,1190693.0,1193593.0,1200390.0,1202963.0,1204432.0,1205996.0,1207547.0,,1209254.0,1211201.0,1213219.0,1215388.0,1217625.0,1219875.0,1222123.0,1224368.0,1226646.0,1228972.0,1231439.0,1234128.0,1236889.0,1239693.0,1242562.0,1245402.0,1248267.0,1251073.0,1253872.0,1241006.0,1243801.0,1246612.0,1249437.0,1252270.0,1255088.0,1257905.0,1260749.0,1263584.0,1266422.0,1269244.0,1272087.0,1274926.0,1277757.0,1280564.0,1283405.0,1286232.0,1289059.0,1291860.0
