Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Providence - RI,85831.09375,86106.59375,86531.0078125,87274.859375,88092.328125,89009.5703125,89894.609375,90749.8984375,91601.859375,92402.640625,93212.03125,94043.921875,94882.5234375,95750.59375,96627.5234375,97495.4609375,98359.09375,99212.8125,100059.390625,100899.328125,101733.140625,102567.4765625,103406.140625,104248.6796875,105099.578125,105952.5625,106814.5,107689.8203125,108569.4921875,109456.046875,110334.8125,111205.9921875,112070.3125,112923.5625,113769.46875,114603.28125,115426.5390625,116244.40625,117060.953125
Provo - UT,105278.5703125,105934.2734375,106594.6328125,107630.9921875,108760.5,110007.5703125,111228.65625,112404.7578125,113585.4296875,114714.4375,115855.78125,117008.796875,118160.5,119336.8984375,120519.03125,121695.6796875,122866.7890625,124029.09375,125184.890625,126339.5625,127490.171875,128643.3203125,129804.8203125,130972.65625,132153.578125,133340.640625,134540.34375,135755.8125,136981.390625,138220.265625,139457.859375,140687.046875,141905.796875,143109.296875,144301.15625,145485.40625,146662.25,147838.453125,149018.109375
Raleigh - NC,104934.4765625,105428.3125,105963.75,106840.4609375,107841.34375,108967.8984375,110095.90625,111201.109375,112303.4296875,113361.5078125,114417.1015625,115479.46875,116541.3828125,117619.8203125,118701.421875,119777.0703125,120849.171875,121915.3125,122976.7265625,124035.7421875,125093.046875,126154.09375,127222.4375,128295.703125,129377.9921875,130464.140625,131559.578125,132668.90625,133784.015625,134906.765625,136023.71875,137126.296875,138215.84375,139288.515625,140348.4375,141398.53125,142440.796875,143479.546875,144519.53125
Reading - PA,81989.4921875,82372.6171875,82794.421875,83468.2265625,84212.78125,85048.796875,85877.859375,86694.15625,87510.09375,88294.8515625,89086.2109375,89903.2109375,90731.2265625,91583.28125,92446.1171875,93303.046875,94162.15625,95020.359375,95875.578125,96730.5625,97583.65625,98439.0078125,99302.109375,100171.0703125,101049.6328125,101933.2890625,102826.59375,103734.828125,104648.9375,105569.8125,106485.8984375,107392.828125,108293.546875,109184.5234375,110068.4296875,110940.2734375,111803.546875,112662.0703125,113520.1796875
Reno - NV,92420.6484375,92791.3125,93275.828125,94180.84375,95188.546875,96324.5625,97423.1484375,98463.0625,99488.2578125,100445.859375,101400.34375,102367.6875,103337.3671875,104337.2109375,105347.75,106353.890625,107358.25,108354.8828125,109348.6875,110339.359375,111327.6875,112321.2265625,113321.953125,114329.9609375,115349.6484375,116373.6328125,117408.7734375,118459.640625,119519.140625,120591.0625,121660.78125,122710.46875,123740.1171875,124744.1171875,125724.578125,126692.828125,127649.7265625,128600.890625,129551.7265625
Richmond - VA,86513.203125,86671.5,87121.3125,87915.6796875,88796.7890625,89802.28125,90785.84375,91733.4921875,92675.0,93557.6875,94444.359375,95343.5,96243.8203125,97171.0078125,98104.2578125,99029.8828125,99951.2734375,100864.1328125,101772.046875,102676.75,103579.1015625,104484.6796875,105395.34375,106309.9765625,107232.0078125,108155.3203125,109086.03125,110029.09375,110977.0625,111931.46875,112880.28125,113819.96875,114751.1796875,115670.1484375,116580.390625,117479.2265625,118368.453125,119253.7578125,120138.1484375
Rochester - NY,79772.46875,80170.1796875,80650.2265625,81348.328125,82087.9609375,82899.21875,83689.3984375,84480.53125,85275.28125,86037.0,86807.578125,87599.7890625,88400.7578125,89227.4609375,90062.59375,90890.3671875,91717.359375,92539.859375,93361.8984375,94184.1796875,95004.796875,95829.3125,96660.3515625,97496.6015625,98342.890625,99194.359375,100056.40625,100933.4609375,101817.8828125,102710.7265625,103600.8203125,104477.28125,105342.7109375,106192.4609375,107028.171875,107850.1015625,108660.296875,109464.3125,110266.640625
Sacramento - CA,103649.0703125,104206.1875,104869.0234375,105871.7890625,106976.03125,108205.7421875,109417.65625,110603.96875,111784.3984375,112911.7109375,114042.2734375,115200.140625,116369.171875,117571.1015625,118785.8828125,119993.0,121199.171875,122401.703125,123600.5703125,124799.4296875,125996.1015625,127196.9765625,128409.203125,129629.671875,130864.8671875,132107.578125,133365.5625,134644.546875,135934.5,137237.078125,138536.25,139822.9375,141098.453125,142357.234375,143601.484375,144829.78125,146044.828125,147253.421875,148461.328125
Saint Louis - MO,84428.4375,84783.421875,85215.96875,85994.859375,86870.921875,87867.953125,88848.046875,89795.1796875,90738.90625,91636.0703125,92540.859375,93461.703125,94386.9765625,95335.796875,96289.0390625,97235.1796875,98177.5390625,99112.90625,100044.0390625,100971.0,101895.390625,102822.5703125,103755.328125,104692.84375,105637.9921875,106585.6875,107542.0234375,108511.5234375,109486.7265625,110469.453125,111447.2578125,112412.1484375,113364.609375,114300.96875,115223.796875,116136.09375,117039.171875,117937.640625,118836.1171875
Salem - OR,88690.9765625,89252.296875,89786.4609375,90594.4609375,91487.03125,92484.0078125,93463.4921875,94421.328125,95367.0625,96264.96875,97170.7578125,98109.0625,99063.5625,100052.1875,101055.03125,102057.390625,103066.2265625,104077.9375,105094.171875,106110.28125,107128.21875,108152.3828125,109186.34375,110228.890625,111282.8125,112343.7890625,113417.671875,114511.2890625,115613.9609375,116726.2109375,117834.7890625,118934.96875,120030.3203125,121115.5234375,122193.4609375,123258.2265625,124312.8828125,125363.2578125,126414.53125
Salinas - CA,97812.8828125,98314.4296875,99038.9921875,100235.09375,101551.890625,103053.96875,104500.578125,105876.1328125,107229.78125,108477.4375,109713.6171875,110951.4921875,112178.90625,113435.71875,114691.65625,115929.640625,117152.703125,118355.5625,119545.0390625,120723.53125,121890.75,123058.78125,124233.578125,125415.7265625,126611.140625,127808.203125,129021.328125,130253.4609375,131495.515625,132753.578125,133999.921875,135237.59375,136456.0625,137645.984375,138815.921875,139966.90625,141098.40625,142220.0625,143338.015625
Salisbury - MD,73636.703125,73901.671875,74290.4921875,74844.7578125,75455.6796875,76148.09375,76841.5234375,77539.171875,78241.6484375,78921.5078125,79611.6328125,80334.6875,81073.8828125,81839.0234375,82617.9921875,83393.8984375,84174.34375,84956.96875,85740.6875,86526.53125,87313.4609375,88104.5625,88904.078125,89710.1796875,90526.140625,91349.9609375,92185.546875,93038.5078125,93900.2421875,94768.8828125,95635.296875,96494.1171875,97349.2734375,98197.9609375,99040.25,99869.7109375,100690.140625,101506.0390625,102321.9765625
Salt Lake City - UT,104937.2578125,105569.2890625,106255.0390625,107308.8984375,108439.9765625,109659.0703125,110851.0703125,112008.25,113177.65625,114312.640625,115465.609375,116635.8828125,117808.84375,119002.703125,120201.328125,121393.4921875,122580.2109375,123759.1328125,124931.0234375,126099.296875,127260.421875,128421.1015625,129586.6796875,130755.3671875,131934.734375,133118.6875,134314.234375,135524.484375,136743.0,137971.3125,139196.15625,140411.0625,141616.078125,142807.234375,143986.375,145153.90625,146311.40625,147465.484375,148621.0625
San Antonio - TX,80982.8203125,81181.7890625,81635.1484375,82431.3125,83297.9921875,84286.359375,85232.1015625,86129.6015625,87017.078125,87839.3984375,88664.421875,89502.1171875,90338.609375,91202.6796875,92071.140625,92930.140625,93783.5625,94625.65625,95462.0,96290.46875,97111.40625,97932.2265625,98755.3203125,99582.2890625,100417.6171875,101254.1328125,102099.953125,102959.7578125,103825.453125,104700.09375,105568.21875,106426.21875,107271.3671875,108099.1875,108913.2265625,109715.6171875,110506.6484375,111291.8203125,112075.390625
San Diego - CA,113901.1328125,114498.2421875,115200.1484375,116303.140625,117536.1484375,118905.9765625,120248.3125,121550.6171875,122840.109375,124068.4921875,125297.09375,126544.9765625,127799.9921875,129084.578125,130379.078125,131665.09375,132948.796875,134227.046875,135502.9375,136777.40625,138049.734375,139326.546875,140612.765625,141908.875,143218.5,144535.015625,145866.25,147216.875,148577.8125,149951.796875,151322.40625,152674.515625,154010.65625,155323.78125,156615.8125,157893.1875,159155.953125,160412.125,161667.453125
San Francisco - CA,154700.234375,155838.4375,157242.234375,159418.875,161848.5625,164546.40625,167207.15625,169785.296875,172344.890625,174784.03125,177208.875,179630.40625,182046.4375,184507.84375,186980.984375,189448.734375,191913.1875,194368.140625,196820.5,199269.8125,201712.203125,204159.40625,206617.03125,209088.0,211582.703125,214088.5625,216623.90625,219195.09375,221789.3125,224413.96875,227041.265625,229636.34375,232203.390625,234731.59375,237225.515625,239711.953125,242186.765625,244662.078125,247146.671875
San Jose - CA,178931.4375,180377.859375,182031.984375,184288.90625,186843.140625,189685.5,192542.03125,195357.40625,198160.359375,200862.65625,203544.046875,206223.40625,208902.9375,211623.109375,214360.484375,217097.734375,219839.90625,222581.953125,225328.0625,228077.390625,230825.265625,233586.28125,236369.1875,239175.875,242012.265625,244863.40625,247739.96875,250648.515625,253577.3125,256530.65625,259484.59375,262407.9375,265308.125,268177.09375,271020.90625,273862.125,276697.5625,279538.375,282393.25
Santa Barbara - CA,99487.546875,100036.703125,100751.890625,101957.0234375,103301.0703125,104828.921875,106309.0078125,107723.4765625,109115.953125,110406.9765625,111685.0,112960.9765625,114226.890625,115522.671875,116820.0625,118103.5703125,119374.8125,120629.5,121874.5703125,123111.1796875,124340.8125,125572.8671875,126811.921875,128059.3125,129318.921875,130581.109375,131857.453125,133151.296875,134454.453125,135772.703125,137082.984375,138371.71875,139636.0625,140866.6875,142069.359375,143256.453125,144425.578125,145585.484375,146742.78125
Santa Rosa - CA,111387.2109375,111914.6015625,112659.359375,113911.2890625,115317.2265625,116923.3203125,118478.9609375,119965.890625,121427.09375,122773.828125,124105.7890625,125445.5703125,126778.640625,128150.5234375,129529.0625,130891.921875,132244.5625,133580.015625,134906.59375,136227.3125,137544.21875,138869.296875,140206.28125,141554.703125,142918.953125,144286.65625,145670.296875,147074.03125,148488.265625,149918.8125,151340.859375,152747.1875,154131.5625,155486.421875,156817.5625,158131.28125,159427.390625,160715.625,162002.015625
Sarasota - FL,84468.703125,84757.4375,85155.65625,85889.5234375,86722.4296875,87677.03125,88601.90625,89498.5703125,90383.3515625,91207.1171875,92029.6875,92867.0078125,93705.46875,94569.5078125,95439.421875,96298.8515625,97154.3984375,98000.90625,98843.9609375,99684.5625,100523.421875,101367.0,102216.0390625,103069.296875,103931.359375,104796.34375,105670.671875,106558.546875,107453.0234375,108356.90625,109257.7734375,110134.7734375,110989.390625,111816.96875,112619.8984375,113411.6171875,114193.0234375,114968.53125,115742.8125
Savannah - GA,84166.3984375,84573.8984375,84985.0,85661.5234375,86428.921875,87288.9921875,88154.453125,89016.2421875,89878.78125,90718.4765625,91564.8984375,92430.953125,93307.328125,94204.0234375,95110.7109375,96016.53125,96925.7578125,97836.703125,98748.1015625,99661.8828125,100575.328125,101491.390625,102413.890625,103339.1796875,104271.8203125,105208.59375,106154.34375,107115.1484375,108083.2734375,109058.8828125,110032.21875,110994.28125,111951.9609375,112901.7890625,113844.921875,114779.703125,115707.28125,116632.390625,117558.15625
Scranton - PA,71321.796875,71652.828125,71995.7421875,72534.9609375,73117.21875,73752.5625,74380.3203125,75008.4609375,75646.2578125,76271.921875,76913.0390625,77583.578125,78269.390625,78978.359375,79698.3203125,80415.3671875,81136.5625,81859.90625,82584.6328125,83310.9609375,84036.8515625,84765.171875,85499.0390625,86237.390625,86983.4921875,87733.9375,88492.1015625,89263.3203125,90039.21875,90820.4296875,91598.7734375,92366.796875,93130.8984375,93888.0,94639.6484375,95381.7890625,96117.1875,96849.09375,97581.6015625
Seattle - WA,116228.2578125,116699.46875,117354.46875,118528.0234375,119873.0703125,121382.28125,122872.9921875,124320.96875,125769.4296875,127163.6015625,128567.0703125,129984.0390625,131406.953125,132861.0625,134325.953125,135788.921875,137253.25,138714.5625,140175.046875,141636.90625,143095.96875,144558.390625,146028.515625,147505.0625,148994.703125,150490.390625,151999.75,153527.578125,155066.59375,156621.09375,158174.6875,159707.28125,161223.4375,162717.625,164194.0,165665.34375,167130.125,168595.546875,170066.171875
Shreveport - LA,59469.19140625,59596.578125,59862.21875,60419.859375,61043.96875,61759.640625,62438.05078125,63081.71875,63714.69921875,64296.0390625,64884.03125,65486.37890625,66096.9609375,66737.5234375,67384.6015625,68023.109375,68655.7109375,69277.7421875,69891.40625,70497.0703125,71095.3515625,71693.2890625,72293.90625,72897.40625,73507.28125,74116.9765625,74734.53125,75362.46875,75994.40625,76632.9765625,77264.7265625,77887.8984375,78499.9375,79096.7109375,79680.8671875,80252.59375,80812.75,81365.3125,81914.4765625
Spokane - WA,86886.7421875,87089.8125,87391.2890625,88029.0,88769.609375,89617.03125,90459.0078125,91292.3828125,92134.046875,92951.21875,93785.5078125,94654.5703125,95539.40625,96455.4375,97386.28125,98315.3125,99250.15625,100187.25,101126.9375,102068.15625,103011.3671875,103959.84375,104917.171875,105881.890625,106856.890625,107837.3515625,108829.2109375,109838.9765625,110857.140625,111884.8515625,112910.5390625,113920.703125,114919.40625,115903.1796875,116873.1328125,117831.0625,118779.6484375,119723.9375,120668.1484375
Springfield - MA,74744.59375,74989.6171875,75269.2578125,75792.2421875,76361.703125,76992.0703125,77618.6171875,78246.5703125,78889.5234375,79523.796875,80181.09375,80885.2109375,81611.65625,82368.4296875,83141.46875,83909.2265625,84682.328125,85459.2578125,86239.1796875,87023.390625,87809.0,88598.671875,89395.703125,90198.9921875,91013.578125,91836.203125,92669.65625,93519.59375,94376.4765625,95238.8984375,96099.15625,96947.21875,97789.5234375,98622.8203125,99447.3203125,100258.1484375,101059.6875,101856.171875,102651.6796875
Springfield - MO,70791.4609375,71054.203125,71340.7890625,71886.7109375,72510.1796875,73231.7890625,73959.078125,74670.828125,75379.53125,76057.6875,76743.9296875,77455.203125,78178.078125,78923.8203125,79676.171875,80423.78125,81172.203125,81919.421875,82667.4375,83413.359375,84158.3125,84906.78125,85660.828125,86420.921875,87188.5625,87960.0234375,88739.5703125,89531.8828125,90329.53125,91131.9609375,91930.7421875,92720.453125,93504.3984375,94279.75,95048.1328125,95805.890625,96555.7734375,97301.3671875,98046.3125
Stamford - CT,119300.6171875,119719.4609375,120459.109375,121885.2890625,123525.5703125,125416.671875,127247.828125,128970.0703125,130660.6015625,132219.703125,133763.234375,135293.125,136804.234375,138347.40625,139886.40625,141404.59375,142901.375,144368.25,145814.671875,147242.8125,148655.0,150065.546875,151479.375,152898.453125,154328.90625,155757.03125,157197.984375,158655.375,160119.171875,161596.9375,163059.90625,164482.59375,165861.234375,167187.4375,168468.421875,169730.8125,170970.25,172196.46875,173417.6875
Stockton - CA,100051.4921875,100569.46875,101145.9296875,102142.6796875,103249.53125,104511.84375,105735.4765625,106911.0625,108067.75,109136.2734375,110198.3828125,111278.7578125,112357.5,113472.671875,114596.578125,115705.8203125,116808.28125,117897.59375,118979.0703125,120056.109375,121131.671875,122214.7421875,123309.2109375,124412.96875,125528.2734375,126645.2109375,127773.4609375,128918.9921875,130071.5234375,131234.234375,132387.34375,133533.390625,134668.390625,135787.40625,136895.765625,137987.453125,139065.453125,140135.875,141204.625
Syracuse - NY,80598.3828125,81017.5078125,81515.8828125,82243.0234375,83009.296875,83846.921875,84666.203125,85484.7890625,86306.9296875,87097.5390625,87897.25,88717.53125,89548.171875,90404.6875,91271.421875,92131.8125,92989.8203125,93843.4609375,94694.6328125,95545.03125,96393.921875,97244.9375,98101.78125,98963.8125,99834.578125,100709.1484375,101592.6171875,102489.4375,103392.5390625,104302.546875,105208.609375,106101.109375,106984.4765625,107853.9609375,108710.5,109553.15625,110383.2421875,111205.9765625,112027.21875
Tallahassee - FL,67860.2578125,68185.3671875,68533.578125,69059.8984375,69630.3984375,70250.0390625,70862.359375,71474.6875,72090.671875,72689.3984375,73296.5,73922.7578125,74557.90625,75209.9765625,75868.4765625,76522.90625,77177.40625,77830.2421875,78481.4375,79131.921875,79781.6171875,80432.5703125,81088.6796875,81747.9921875,82413.6171875,83083.328125,83759.703125,84447.9375,85140.2421875,85837.46875,86531.53125,87212.6171875,87886.7109375,88550.71875,89206.3515625,89853.609375,90494.25,91131.84375,91769.046875
Tampa - FL,81838.5703125,82201.7265625,82578.1328125,83205.53125,83902.2421875,84674.71875,85437.40625,86197.2578125,86963.5390625,87708.5078125,88466.109375,89247.9921875,90039.09375,90850.7578125,91668.7890625,92480.90625,93293.0390625,94102.2265625,94910.78125,95720.609375,96529.4765625,97340.8828125,98157.5390625,98976.0234375,99801.84375,100632.0078125,101470.7421875,102322.9765625,103181.4375,104046.2890625,104908.5078125,105756.21875,106594.453125,107420.1796875,108235.1484375,109041.90625,109841.6171875,110638.609375,111436.40625
Toledo - OH,68402.78125,68435.7578125,68666.546875,69186.9921875,69790.078125,70491.1328125,71181.59375,71856.0,72532.8828125,73174.2734375,73821.5078125,74486.0703125,75156.3203125,75846.703125,76542.4609375,77231.5,77916.2578125,78595.59375,79269.71875,79938.4375,80603.140625,81268.2890625,81938.25,82612.1328125,83292.6796875,83975.2890625,84665.7890625,85368.6015625,86075.5390625,86788.359375,87494.34375,88192.7578125,88884.53125,89564.96875,90237.2734375,90898.75,91549.4609375,92193.9765625,92836.1015625
Trenton - NJ,107504.8671875,107645.046875,107991.1484375,108735.1015625,109658.578125,110737.3671875,111833.2734375,112925.2265625,114016.9921875,115067.9296875,116120.3125,117189.2578125,118266.6015625,119365.796875,120472.1328125,121568.9609375,122661.6484375,123749.3984375,124830.5703125,125911.6875,126988.2890625,128066.0078125,129151.546875,130240.2265625,131338.828125,132441.5625,133553.515625,134679.8125,135810.34375,136946.453125,138075.703125,139189.34375,140294.09375,141386.359375,142469.328125,143541.625,144604.765625,145664.546875,146724.796875
Tucson - AZ,74034.859375,74351.8515625,74778.5,75459.4765625,76219.59375,77068.8515625,77906.078125,78740.78125,79578.703125,80388.9375,81210.0,82059.2734375,82921.6484375,83809.703125,84709.8984375,85607.609375,86506.25,87402.6796875,88296.9765625,89188.4921875,90079.4921875,90975.6796875,91880.421875,92790.9296875,93711.5625,94637.2734375,95574.8671875,96529.578125,97492.921875,98466.0625,99437.109375,100393.6015625,101336.9375,102263.046875,103172.71875,104070.5078125,104958.1171875,105840.6328125,106722.2734375
Tulsa - OK,72446.546875,72793.3515625,73355.4296875,74447.84375,75661.0703125,77089.3515625,78413.03125,79626.578125,80800.921875,81820.640625,82821.5390625,83808.1171875,84772.5234375,85776.40625,86776.4921875,87753.46875,88704.140625,89619.6015625,90510.4609375,91377.546875,92224.2578125,93067.2890625,93910.296875,94755.546875,95611.2109375,96459.78125,97320.421875,98194.828125,99075.03125,99970.53125,100848.953125,101733.3203125,102601.0703125,103444.7890625,104275.203125,105089.0078125,105884.84375,106670.546875,107452.8828125
Vallejo-Fairfield - CA,99697.0625,100245.2109375,100984.09375,102013.671875,103136.328125,104362.9296875,105575.796875,106779.046875,107980.609375,109136.1328125,110294.84375,111484.359375,112689.34375,113929.6171875,115189.046875,116446.7890625,117710.2421875,118976.53125,120246.5,121519.859375,122795.3984375,124078.8671875,125374.078125,126680.84375,128003.4609375,129335.921875,130685.296875,132057.34375,133440.78125,134836.765625,136230.59375,137614.265625,138989.15625,140349.9375,141700.203125,143037.953125,144367.359375,145694.5,147023.59375
Ventura - CA,118910.96875,119396.4921875,120149.6875,121412.921875,122830.171875,124434.640625,125984.8515625,127464.4296875,128917.5,130262.90625,131595.625,132938.796875,134278.359375,135656.03125,137042.453125,138414.84375,139776.984375,141123.8125,142461.875,143794.09375,145125.59375,146466.484375,147819.625,149184.640625,150564.03125,151946.53125,153344.15625,154760.984375,156187.65625,157628.96875,159062.4375,160473.625,161857.6875,163206.5,164524.71875,165822.75,167100.953125,168369.375,169633.90625
Visalia - CA,74569.3828125,74937.1015625,75423.5703125,76202.546875,77050.5234375,78013.21875,78941.4765625,79843.546875,80734.8203125,81562.640625,82392.2265625,83243.46875,84101.5703125,84992.8828125,85894.78125,86787.03125,87676.7109375,88559.75,89438.3984375,90313.7421875,91185.34375,92059.84375,92941.203125,93828.90625,94727.4375,95628.4609375,96540.9375,97468.90625,98403.828125,99348.4296875,100286.34375,101217.421875,102140.1796875,103050.109375,103950.6015625,104839.28125,105716.28125,106586.859375,107456.90625
Washington - DC,129231.609375,129378.1875,129968.7578125,131060.75,132296.34375,133692.59375,135072.15625,136415.828125,137763.546875,139058.171875,140367.75,141696.65625,143034.484375,144404.46875,145783.3125,147152.453125,148513.984375,149860.90625,151194.203125,152523.0,153841.296875,155157.796875,156476.71875,157791.953125,159111.765625,160428.703125,161752.9375,163089.515625,164431.046875,165781.53125,167124.015625,168451.34375,169767.609375,171066.640625,172352.25,173622.984375,174879.59375,176130.0,177379.296875
Wichita - KS,75915.1328125,76083.609375,76461.34375,77252.0703125,78190.5703125,79312.6171875,80378.8828125,81380.453125,82361.2578125,83245.578125,84121.6171875,85006.140625,85883.0390625,86793.453125,87708.09375,88606.3984375,89491.65625,90359.421875,91215.2890625,92063.1484375,92905.2109375,93749.6171875,94600.7578125,95457.9921875,96325.4609375,97193.6171875,98072.8671875,98965.96875,99865.7890625,100777.3125,101680.40625,102579.78125,103466.4921875,104334.9921875,105190.671875,106034.25,106865.171875,107689.59375,108513.1484375
Winston-Salem - NC,68549.578125,68813.0390625,69083.828125,69576.59375,70144.578125,70788.84375,71439.359375,72087.5703125,72742.2734375,73376.2578125,74018.1875,74684.3515625,75360.6796875,76059.6171875,76770.453125,77480.1796875,78194.203125,78909.96875,79626.7890625,80344.1015625,81062.1484375,81783.2734375,82509.8515625,83240.71875,83979.2109375,84722.2265625,85472.9296875,86236.421875,87004.7734375,87777.7734375,88546.953125,89304.6015625,90054.96875,90795.9765625,91529.2890625,92253.5078125,92971.1796875,93685.90625,94400.828125
Worcester - MA,100036.859375,100413.5625,100896.3828125,101739.296875,102667.75,103703.140625,104716.78125,105701.578125,106684.78125,107620.859375,108564.9921875,109533.703125,110510.5,111516.0625,112532.0390625,113538.8515625,114543.7890625,115542.3828125,116536.171875,117526.8828125,118511.25,119496.2734375,120486.03125,121480.953125,122487.0,123497.3671875,124518.2578125,125552.90625,126593.40625,127640.6875,128682.53125,129713.703125,130736.25,131746.421875,132746.8125,133735.09375,134712.3125,135685.09375,136656.640625
York - PA,85663.0625,86018.328125,86423.46875,87078.6484375,87798.7109375,88597.9765625,89392.9921875,90180.921875,90967.9765625,91730.71875,92501.6171875,93299.578125,94111.8984375,94947.75,95795.0,96640.078125,97489.6796875,98340.5703125,99192.7578125,100045.6328125,100898.3828125,101755.671875,102619.578125,103490.0078125,104370.171875,105255.4296875,106150.453125,107059.796875,107975.2265625,108896.6484375,109816.0234375,110725.3125,111629.828125,112526.296875,113415.6328125,114293.5703125,115164.3515625,116032.453125,116901.0390625
Youngstown - OH,60125.33984375,60164.6796875,60367.55859375,60849.26171875,61412.0390625,62086.03125,62738.6484375,63366.359375,63988.3984375,64556.859375,65129.55078125,65722.5390625,66320.078125,66945.8125,67578.5078125,68203.96875,68826.046875,69440.6171875,70051.203125,70657.09375,71259.8828125,71865.59375,72476.2578125,73090.1484375,73711.640625,74333.8984375,74963.2109375,75605.1171875,76250.46875,76901.609375,77545.203125,78183.46875,78815.0703125,79436.5,80051.7578125,80654.609375,81247.6171875,81834.6328125,82419.2421875
