Market,2025 Q2 EST,2025 Q3,2025 Q4,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2
Phoenix - AZ,90633.96875,91508.40625,92432.09375,93388.7578125,94325.2421875,95262.7734375,96248.359375,97231.0625,98232.8515625,99305.2109375,100380.90625,101447.953125,102493.7265625,103472.7734375,104445.28125,105425.109375,106424.7265625,107448.46875,108484.15625,109518.1328125,110548.2265625,111573.671875,112589.2421875,113602.296875,114613.1484375,115626.03125,116644.203125,117664.703125,118691.7578125,119718.3125,120748.2265625,121792.0078125,122834.71875,123877.5625,124913.4921875,125934.3671875,126956.6484375,127983.0,129015.9921875,130051.4609375,131088.265625
Pittsburgh - PA,76142.640625,76816.6328125,77525.6171875,78286.34375,79021.359375,79756.25,80539.7265625,81350.546875,82184.25,83081.8515625,83985.0703125,84874.75,85750.890625,86575.859375,87399.1171875,88227.390625,89073.9375,89939.9609375,90815.390625,91686.78125,92553.9765625,93417.640625,94273.7109375,95128.7890625,95982.328125,96838.046875,97699.4609375,98565.0234375,99436.546875,100307.953125,101181.75,102066.296875,102949.2578125,103831.5703125,104708.203125,105573.25,106441.140625,107314.921875,108194.859375,109078.296875,109963.1171875
Port St. Lucie - FL,74179.7421875,74584.671875,74991.9375,75470.7421875,75935.609375,76407.453125,76948.0078125,77552.828125,78198.5390625,78938.1796875,79691.8984375,80423.8203125,81138.5234375,81785.34375,82426.640625,83069.6328125,83727.5,84404.6796875,85090.0625,85770.5,86446.2421875,87116.796875,87778.6015625,88438.8125,89096.1328125,89754.8828125,90416.9375,91079.78125,91746.671875,92410.3984375,93074.203125,93748.0234375,94419.1796875,95089.5078125,95753.796875,96404.7109375,97055.4765625,97708.859375,98365.96875,99024.8125,99683.3671875
Portland - ME,94774.5,95364.890625,96005.953125,96719.5078125,97433.2109375,98172.0,99001.5625,99893.2265625,100827.640625,101853.1484375,102891.4609375,103910.390625,104916.6796875,105863.453125,106813.84375,107773.4375,108755.6328125,109760.390625,110776.2109375,111788.8125,112797.5625,113804.4296875,114801.171875,115796.328125,116787.8828125,117780.046875,118777.421875,119777.7421875,120784.140625,121788.9921875,122795.0390625,123814.0078125,124830.828125,125846.53125,126855.4296875,127852.4765625,128853.1796875,129859.5703125,130873.7421875,131889.84375,132905.734375
Portland - OR,96872.5234375,97826.078125,98826.7421875,99901.359375,100949.359375,101990.3203125,103074.3671875,104146.6875,105230.53125,106387.859375,107546.53125,108700.2265625,109830.15625,110885.5703125,111933.0625,112986.46875,114062.7109375,115164.9921875,116280.5,117392.2578125,118498.8515625,119599.59375,120689.2734375,121776.9296875,122860.046875,123944.9921875,125035.46875,126130.0078125,127232.109375,128335.171875,129441.1875,130561.109375,131680.890625,132801.0625,133917.09375,135021.6875,136131.640625,137249.5625,138377.796875,139510.296875,140646.15625
Poughkeepsie - NY,102396.890625,103245.4609375,104118.953125,105139.609375,106149.0078125,107179.9375,108263.0390625,109288.3203125,110335.546875,111487.6171875,112654.1171875,113835.1875,115016.0390625,116114.1015625,117211.640625,118304.25,119404.546875,120518.2265625,121632.9296875,122736.28125,123826.359375,124905.4921875,125970.953125,127034.3671875,128092.828125,129155.1328125,130223.203125,131293.265625,132371.84375,133448.046875,134524.859375,135612.3125,136697.125,137779.390625,138853.703125,139920.0625,140990.46875,142069.71875,143157.34375,144247.625,145337.59375
Providence - RI,88789.6796875,89346.328125,89940.5078125,90621.171875,91303.5390625,92009.3828125,92802.1875,93638.1171875,94512.96875,95493.796875,96484.75,97458.7109375,98412.53125,99287.09375,100162.3671875,101046.53125,101952.9921875,102883.4296875,103822.2734375,104751.8671875,105672.328125,106583.75,107480.96875,108374.3671875,109261.7734375,110148.5625,111038.7421875,111930.8203125,112829.0390625,113725.1015625,114622.5234375,115532.5078125,116438.9375,117343.3828125,118239.2109375,119124.0703125,120013.9921875,120911.96875,121819.2578125,122727.3203125,123634.75
Provo - UT,103419.21875,104291.03125,105186.1328125,106074.078125,106917.1171875,107751.0625,108675.7890625,109689.90625,110739.2421875,111892.71875,113050.9921875,114178.5390625,115301.0,116355.453125,117422.8671875,118504.1015625,119606.640625,120734.59375,121873.75,123007.4921875,124132.84375,125249.6875,126351.7109375,127451.5703125,128544.9765625,129639.046875,130739.9921875,131843.8125,132957.84375,134073.171875,135192.0625,136323.359375,137457.0625,138595.375,139734.109375,140876.546875,142031.296875,143201.890625,144388.890625,145584.078125,146785.375
Raleigh - NC,96669.4609375,97399.2109375,98182.921875,98999.1015625,99789.7890625,100584.1484375,101465.9375,102441.09375,103458.3671875,104571.5390625,105693.546875,106778.0234375,107836.140625,108815.6484375,109785.7734375,110757.6328125,111748.5234375,112761.6875,113783.1015625,114798.203125,115803.9765625,116800.09375,117781.453125,118756.953125,119726.4609375,120695.921875,121669.140625,122643.3125,123623.5625,124601.859375,125581.140625,126570.2578125,127556.609375,128542.3828125,129521.8203125,130494.5703125,131472.265625,132458.265625,133454.015625,134453.5625,135455.765625
Reading - PA,81281.328125,82184.359375,83111.96875,84126.03125,85109.0625,86076.4765625,87071.90625,87993.2890625,88903.3828125,89864.890625,90816.2109375,91770.953125,92703.78125,93569.0625,94430.1015625,95299.15625,96189.0078125,97101.671875,98024.296875,98940.578125,99851.7265625,100758.8203125,101655.34375,102553.6875,103448.359375,104344.75,105248.71875,106156.140625,107071.90625,107988.34375,108907.7734375,109841.921875,110774.6796875,111706.4609375,112630.8125,113542.2578125,114456.75,115377.7734375,116306.8125,117235.9921875,118165.8515625
Reno - NV,88262.546875,88892.9375,89493.2734375,90165.078125,90826.8515625,91509.640625,92278.453125,93116.2578125,94003.96875,95000.0703125,96010.9921875,96996.6328125,97958.78125,98835.8984375,99699.703125,100563.34375,101442.34375,102345.9921875,103262.7421875,104176.6875,105088.1484375,105994.75,106892.2734375,107787.5,108677.9375,109569.6328125,110464.96875,111362.65625,112266.75,113169.0078125,114073.1875,114990.03125,115906.6484375,116824.609375,117738.1796875,118641.6875,119548.9765625,120463.46875,121385.671875,122311.390625,123239.046875
Richmond - VA,90313.0703125,90901.0625,91529.4609375,92207.71875,92875.3984375,93564.71875,94345.390625,95214.3125,96131.78125,97158.921875,98199.7109375,99211.3671875,100205.78125,101122.6015625,102038.109375,102957.8828125,103895.9375,104854.640625,105819.5390625,106775.3203125,107721.9921875,108661.609375,109589.4375,110515.4375,111438.3515625,112363.4609375,113293.3203125,114225.7421875,115164.2890625,116100.796875,117038.8984375,117989.4765625,118938.390625,119885.828125,120826.5078125,121758.53125,122695.609375,123641.328125,124597.1875,125554.203125,126511.9921875
Rochester - NY,77350.953125,77704.90625,78079.4296875,78585.078125,79107.8515625,79669.1171875,80314.7265625,81024.921875,81785.8671875,82638.453125,83510.2890625,84365.046875,85209.296875,85999.7890625,86791.2890625,87588.2890625,88401.84375,89233.4921875,90071.4609375,90902.78125,91729.9921875,92552.2109375,93366.546875,94181.1171875,94992.7109375,95806.078125,96625.328125,97447.703125,98276.921875,99106.7578125,99939.28125,100785.1171875,101629.953125,102473.390625,103310.03125,104131.1328125,104952.859375,105779.0078125,106610.6171875,107442.4921875,108274.40625
Sacramento - CA,99932.6484375,100703.953125,101500.09375,102419.09375,103347.96875,104298.328125,105332.8671875,106424.0703125,107558.5234375,108808.5078125,110075.2265625,111322.2421875,112545.03125,113679.1328125,114808.7890625,115946.671875,117111.859375,118309.296875,119520.3828125,120724.578125,121922.140625,123114.3203125,124292.96875,125471.59375,126645.4375,127820.859375,129004.53125,130192.40625,131390.5625,132588.6875,133791.40625,135011.953125,136232.0,137452.265625,138665.390625,139864.359375,141068.609375,142282.84375,143508.0625,144734.8125,145963.09375
Saint Louis - MO,82213.796875,82903.1484375,83611.2890625,84361.5078125,85091.890625,85830.1484375,86631.5625,87476.4296875,88353.9296875,89319.3203125,90294.609375,91253.859375,92198.7890625,93078.84375,93958.28125,94843.5078125,95747.0625,96670.6484375,97602.4609375,98528.640625,99448.421875,100362.3828125,101265.8203125,102167.1796875,103065.328125,103964.8828125,104869.0234375,105775.046875,106686.421875,107596.3984375,108507.8125,109430.4296875,110351.1796875,111270.9609375,112184.828125,113089.1328125,113997.0390625,114911.640625,115833.53125,116757.421875,117682.1875
Salem - OR,79724.5703125,80647.25,81588.1484375,82665.671875,83736.09375,84802.2265625,85893.7578125,86868.6015625,87821.171875,88821.9609375,89809.546875,90816.75,91799.28125,92709.7109375,93616.890625,94533.96875,95476.7109375,96446.59375,97429.7109375,98411.203125,99390.078125,100367.28125,101337.78125,102311.6875,103286.3515625,104266.3125,105255.0078125,106250.8828125,107256.25,108264.1796875,109277.8671875,110310.03125,111342.578125,112374.21875,113398.2421875,114405.7265625,115416.3828125,116432.5625,117456.3125,118479.7421875,119502.6328125
Salinas - CA,102664.046875,104116.59375,105484.59375,106968.9921875,108403.1484375,109794.7421875,111234.71875,112537.359375,113809.8984375,115198.0625,116562.2109375,117937.921875,119268.6875,120448.7421875,121620.7265625,122808.671875,124029.0625,125289.3828125,126562.3203125,127820.8515625,129063.4609375,130292.078125,131498.984375,132698.9375,133887.5625,135074.65625,136265.6875,137459.484375,138663.859375,139863.25,141064.4375,142281.625,143495.21875,144709.953125,145916.875,147125.75,148349.9375,149593.546875,150857.453125,152122.921875,153388.296875
Salisbury - MD,84062.9921875,84460.421875,84874.4609375,85424.453125,85979.9296875,86567.6171875,87253.4296875,88005.6171875,88809.0625,89722.8984375,90655.3828125,91569.7578125,92467.5078125,93292.890625,94118.28125,94949.390625,95802.90625,96679.75,97566.203125,98446.53125,99321.90625,100194.9375,101061.6015625,101933.46875,102804.890625,103680.828125,104564.1015625,105452.28125,106349.53125,107248.1328125,108151.03125,109072.328125,109992.578125,110910.171875,111818.2421875,112706.609375,113594.328125,114485.9921875,115381.71875,116274.8984375,117166.15625
Salt Lake City - UT,99766.46875,100679.1015625,101628.4296875,102610.21875,103579.0390625,104555.7734375,105609.6875,106661.5078125,107728.9375,108877.8984375,110025.9296875,111177.8671875,112326.546875,113414.5,114512.921875,115625.078125,116756.3125,117908.1875,119068.2890625,120222.28125,121366.84375,122502.8671875,123623.4375,124738.921875,125845.2265625,126948.7265625,128055.8515625,129163.4375,130279.28125,131395.109375,132513.90625,133644.46875,134774.859375,135905.90625,137032.59375,138154.40625,139282.859375,140422.875,141574.609375,142730.671875,143890.40625
San Antonio - TX,75682.078125,76244.65625,76811.65625,77442.25,78066.6875,78703.3671875,79408.2890625,80136.4765625,80890.34375,81734.8671875,82584.6875,83417.6015625,84233.4296875,84975.296875,85716.7109375,86467.0,87236.2578125,88028.28125,88829.0234375,89623.75,90411.6875,91192.4609375,91962.8515625,92728.3203125,93487.2890625,94245.21875,95004.1796875,95765.3671875,96533.1796875,97299.390625,98067.65625,98848.0234375,99626.2890625,100404.0078125,101175.4609375,101938.8203125,102706.1328125,103480.7734375,104262.6484375,105045.7109375,105828.5
San Diego - CA,108255.1171875,109071.7421875,109907.09375,110835.953125,111768.8515625,112722.84375,113765.0234375,114889.9296875,116065.5,117362.796875,118680.3984375,119972.8984375,121238.8828125,122413.390625,123579.8671875,124753.2421875,125954.2890625,127187.6484375,128435.5078125,129675.6796875,130908.7265625,132135.796875,133349.84375,134561.6875,135768.34375,136975.6875,138189.265625,139408.15625,140636.015625,141863.6875,143094.53125,144341.0,145586.453125,146831.984375,148071.796875,149296.921875,150527.40625,151766.921875,153015.828125,154268.75,155522.65625
San Francisco - CA,157312.515625,159333.40625,161368.53125,163402.796875,165447.296875,167536.625,169804.875,172176.265625,174605.65625,177245.25,179907.109375,182561.625,185175.640625,187611.75,190040.09375,192495.203125,195002.75,197577.765625,200182.703125,202783.625,205375.625,207957.875,210515.65625,213062.65625,215591.484375,218112.46875,220631.25,223147.640625,225676.53125,228201.453125,230735.390625,233293.203125,235856.65625,238433.1875,241014.453125,243605.59375,246225.203125,248880.203125,251570.5625,254288.59375,257026.625
San Jose - CA,170205.4375,172436.609375,174823.203125,177303.1875,179776.9375,182251.046875,184824.65625,187438.5,190095.78125,192920.34375,195760.5625,198585.703125,201344.6875,203925.625,206467.625,209022.578125,211635.953125,214325.296875,217056.4375,219785.9375,222505.296875,225209.34375,227886.703125,230554.1875,233209.796875,235870.6875,238547.265625,241237.0,243948.109375,246661.484375,249382.234375,252124.515625,254871.21875,257627.265625,260386.625,263148.25,265934.0,268750.78125,271600.53125,274478.21875,277376.28125
Santa Barbara - CA,100679.4609375,101538.8203125,102339.8125,103184.84375,104005.3515625,104834.5078125,105785.1328125,106860.5625,108002.2578125,109316.4609375,110655.2109375,111957.1875,113229.4765625,114373.9609375,115510.109375,116651.5625,117821.21875,119028.2421875,120248.8671875,121458.75,122655.359375,123840.1328125,125005.6015625,126162.9296875,127310.6875,128456.25,129604.46875,130755.1171875,131913.328125,133066.484375,134220.296875,135386.1875,136548.625,137712.59375,138870.8125,140027.15625,141195.40625,142378.734375,143577.5625,144781.984375,145987.734375
Santa Rosa - CA,110974.7109375,112168.7265625,113329.0,114607.109375,115847.0703125,117068.1484375,118379.7421875,119696.5,121032.40625,122512.7578125,123991.703125,125448.859375,126860.5,128123.5703125,129371.34375,130626.3125,131914.625,133246.640625,134595.546875,135931.703125,137254.046875,138563.546875,139853.9375,141142.71875,142427.984375,143719.921875,145022.796875,146333.453125,147656.1875,148975.484375,150297.453125,151636.40625,152973.03125,154310.703125,155640.953125,156967.03125,158304.265625,159658.1875,161028.015625,162401.171875,163774.84375
Sarasota - FL,82973.8125,83835.453125,84685.0,85622.25,86522.421875,87392.6875,88288.859375,89120.25,89948.6796875,90848.5078125,91744.7109375,92647.9609375,93528.859375,94330.828125,95124.453125,95922.2421875,96735.671875,97570.9296875,98416.75,99257.7734375,100095.296875,100927.171875,101749.1328125,102569.359375,103385.6484375,104203.3515625,105024.359375,105846.421875,106673.6796875,107498.890625,108325.3984375,109164.5625,110001.8828125,110838.2109375,111667.890625,112481.0078125,113293.1796875,114108.4921875,114927.9609375,115749.0,116570.84375
Savannah - GA,76622.5625,77165.59375,77787.640625,78467.578125,79153.3125,79853.8984375,80603.640625,81399.03125,82224.2890625,83116.8515625,84021.78125,84914.2578125,85792.3515625,86623.53125,87451.390625,88282.9765625,89134.5703125,90008.15625,90893.5390625,91777.3984375,92659.5390625,93539.84375,94413.390625,95289.703125,96163.2890625,97036.8828125,97914.7421875,98792.3671875,99674.4296875,100556.2734375,101441.140625,102338.6328125,103236.578125,104134.8125,105027.09375,105903.5625,106780.953125,107662.2578125,108548.578125,109438.390625,110329.5078125
Scranton - PA,64833.91015625,65619.8828125,66437.84375,67318.1015625,68174.609375,69011.21875,69847.5390625,70585.09375,71299.6328125,72033.6875,72757.5,73499.3203125,74229.59375,74922.203125,75614.578125,76315.421875,77031.578125,77763.8828125,78503.03125,79238.84375,79973.53125,80708.421875,81439.671875,82173.328125,82905.1875,83637.8515625,84375.109375,85115.671875,85861.921875,86609.578125,87360.8515625,88124.1875,88887.703125,89650.828125,90408.2265625,91150.8125,91893.2734375,92637.9296875,93386.609375,94135.5390625,94885.2109375
Seattle - WA,119698.578125,121052.6328125,122674.828125,124257.4296875,125734.6875,127198.296875,128707.5390625,130191.2265625,131690.875,133281.53125,134873.90625,136468.484375,138032.765625,139502.359375,140962.875,142436.546875,143937.8125,145471.8125,147021.65625,148566.53125,150107.546875,151643.34375,153166.09375,154685.40625,156198.09375,157711.71875,159232.703125,160758.8125,162296.140625,163834.875,165379.3125,166939.796875,168503.421875,170074.0,171643.984375,173210.0,174787.796875,176381.609375,177993.578125,179619.8125,181255.90625
Shreveport - LA,53497.578125,53719.578125,53927.33984375,54233.171875,54547.33984375,54888.48046875,55304.921875,55774.8203125,56281.890625,56875.3515625,57480.25,58067.37109375,58642.12890625,59156.25,59669.421875,60185.87890625,60717.6015625,61267.19921875,61823.12109375,62372.48046875,62915.41015625,63452.171875,63978.78125,64503.05078125,65022.3203125,65541.3984375,66062.453125,66584.4921875,67110.71875,67634.0625,68158.2421875,68691.25,69221.0,69748.1328125,70267.7734375,70777.2734375,71287.921875,71802.4921875,72321.09375,72837.90625,73352.3203125
Spokane - WA,75517.3984375,76109.84375,76772.2578125,77525.3125,78272.2421875,79027.1171875,79825.0234375,80607.0390625,81407.046875,82271.4609375,83142.890625,84014.6328125,84868.8828125,85666.796875,86461.7734375,87265.75,88089.7421875,88937.703125,89797.3515625,90654.8984375,91512.953125,92370.7890625,93223.5234375,94078.1015625,94932.90625,95790.75,96655.7109375,97525.6015625,98402.46875,99280.25,100161.5390625,101058.28125,101954.421875,102849.6484375,103738.2578125,104608.3984375,105477.953125,106350.828125,107227.9375,108105.6171875,108983.8984375
Springfield - MA,74171.296875,74804.15625,75499.0703125,76323.2734375,77155.1875,77997.0703125,78870.4375,79678.4296875,80489.671875,81349.2109375,82210.8828125,83089.796875,83959.5078125,84784.8984375,85611.203125,86446.78125,87298.3671875,88167.25,89043.90625,89913.9609375,90781.828125,91649.3671875,92512.3984375,93381.5234375,94250.0078125,95120.796875,95997.6328125,96878.3828125,97767.1484375,98658.078125,99552.6171875,100461.8671875,101369.421875,102273.1171875,103167.84375,104038.1015625,104904.859375,105771.890625,106640.21875,107506.6796875,108371.8203125
Springfield - MO,60979.55859375,61329.05859375,61721.98828125,62181.140625,62644.94921875,63130.30859375,63671.44140625,64267.53125,64898.5390625,65596.1015625,66306.6796875,67001.0234375,67684.640625,68324.8984375,68964.0078125,69606.4921875,70263.5390625,70936.34375,71614.59375,72289.1015625,72960.4375,73629.28125,74293.78125,74959.2734375,75623.2734375,76289.78125,76961.0390625,77636.03125,78316.296875,78997.2890625,79680.578125,80374.546875,81067.9765625,81759.5234375,82445.390625,83118.3984375,83791.453125,84466.921875,85145.9375,85824.6171875,86502.8125
Stamford - CT,117186.8203125,118510.640625,119748.859375,120951.3671875,122067.1484375,123156.421875,124380.1171875,125725.828125,127140.796875,128772.171875,130416.9765625,132013.75,133563.125,134933.84375,136295.390625,137667.984375,139075.375,140524.390625,141982.90625,143417.234375,144823.21875,146201.203125,147543.25,148865.578125,150169.484375,151467.65625,152765.046875,154060.734375,155362.921875,156651.875,157936.21875,159226.921875,160508.40625,161789.734375,163062.375,164343.78125,165641.84375,166963.09375,168307.203125,169661.109375,171018.15625
Stockton - CA,94472.6171875,94995.140625,95583.4765625,96335.6875,97098.1328125,97892.03125,98789.4375,99767.40625,100791.2265625,101940.796875,103100.296875,104221.078125,105308.4609375,106289.09375,107261.953125,108239.7265625,109243.6875,110280.6328125,111327.921875,112363.046875,113386.3828125,114399.9921875,115398.1015625,116394.7890625,117388.890625,118386.96875,119392.8671875,120403.8203125,121422.2109375,122436.75,123451.4609375,124480.21875,125504.546875,126525.453125,127536.4921875,128536.953125,129542.5390625,130558.1484375,131584.25,132609.546875,133633.875
Syracuse - NY,73848.0078125,74214.5078125,74597.9609375,75086.578125,75591.09375,76135.0390625,76763.578125,77459.28125,78203.7421875,79036.7578125,79887.453125,80721.828125,81546.9375,82321.3515625,83097.5,83879.0703125,84678.1328125,85495.171875,86319.40625,87137.546875,87949.7421875,88756.7890625,89554.84375,90351.6171875,91145.34375,91939.328125,92737.7890625,93539.390625,94346.953125,95154.1484375,95962.953125,96783.0,97601.4921875,98417.8984375,99227.359375,100021.71875,100817.1484375,101616.96875,102421.71875,103227.109375,104031.8125
Tallahassee - FL,65388.01953125,65684.15625,66039.296875,66466.4921875,66902.046875,67360.859375,67874.5703125,68453.0234375,69071.84375,69752.7734375,70450.8671875,71134.2734375,71809.6328125,72450.6796875,73089.703125,73728.0390625,74377.6484375,75040.6875,75709.9921875,76377.3984375,77043.4296875,77707.2421875,78365.1796875,79022.4375,79677.4921875,80332.2421875,80990.671875,81650.5625,82314.09375,82978.0234375,83643.671875,84320.2578125,84995.09375,85668.046875,86333.6328125,86980.953125,87626.2421875,88271.6484375,88919.5078125,89568.1796875,90216.953125
Tampa - FL,77322.6015625,77920.1171875,78579.0703125,79307.09375,80022.9921875,80739.7109375,81490.046875,82233.0234375,82991.0703125,83803.9296875,84623.6015625,85445.1328125,86256.78125,87025.0078125,87792.0,88564.6328125,89351.7109375,90156.0,90967.3984375,91775.8515625,92582.71875,93386.4921875,94184.359375,94984.296875,95782.3828125,96581.8515625,97385.8828125,98189.7109375,98998.0078125,99807.0,100618.859375,101443.6015625,102268.4765625,103092.2265625,103909.6796875,104709.6875,105508.828125,106310.4375,107115.96875,107924.078125,108733.59375
Toledo - OH,64919.62109375,65421.5,65957.3515625,66563.4296875,67166.28125,67778.59375,68435.390625,69074.8671875,69721.1171875,70430.4765625,71139.3125,71849.2890625,72545.7734375,73182.3125,73818.75,74461.40625,75123.6796875,75806.1171875,76496.53125,77180.7421875,77855.4296875,78523.6015625,79180.75,79835.1171875,80486.15625,81138.0,81794.4609375,82453.40625,83117.78125,83780.828125,84444.7265625,85119.9765625,85792.4296875,86462.6015625,87125.75,87777.359375,88431.8125,89091.1875,89755.890625,90420.2421875,91082.671875
Trenton - NJ,99302.2890625,99914.9609375,100641.9765625,101404.703125,102155.7421875,102930.0234375,103781.1328125,104747.1015625,105777.4375,106905.078125,108058.546875,109190.3125,110308.6875,111370.3828125,112427.390625,113485.4765625,114563.25,115661.703125,116768.5078125,117865.828125,118954.21875,120034.46875,121099.171875,122161.34375,123215.6328125,124267.890625,125325.2578125,126382.1328125,127445.1015625,128506.453125,129568.6484375,130642.0703125,131711.90625,132779.0625,133837.75,134879.65625,135922.90625,136971.328125,138027.4375,139088.328125,140151.703125
Tucson - AZ,70234.8828125,70807.2109375,71390.390625,72047.03125,72708.9765625,73392.71875,74143.6328125,74924.203125,75741.953125,76645.3125,77564.5703125,78476.1484375,79376.0390625,80217.7421875,81057.390625,81904.4375,82773.2421875,83666.8125,84574.578125,85482.0,86385.859375,87286.2421875,88178.1015625,89069.640625,89959.0703125,90851.8828125,91751.546875,92654.5625,93566.09375,94477.8984375,95393.75,96326.2421875,97257.8984375,98188.640625,99111.9921875,100016.28125,100919.453125,101825.4296875,102734.6875,103643.3671875,104551.546875
Tulsa - OK,67438.796875,68097.9375,68628.3984375,69199.203125,69724.3515625,70253.078125,70916.8671875,71641.5078125,72401.109375,73338.3828125,74270.5234375,75160.9609375,76012.0390625,76703.5234375,77392.453125,78090.859375,78816.140625,79573.59375,80336.8203125,81081.0234375,81800.3125,82498.328125,83170.0703125,83829.9765625,84476.9375,85122.3984375,85768.09375,86413.796875,87069.0234375,87714.4609375,88358.703125,89012.328125,89660.171875,90310.15625,90953.921875,91620.2578125,92307.40625,93019.296875,93754.0625,94489.7109375,95224.7578125
Vallejo-Fairfield - CA,106772.53125,108080.53125,109440.8984375,110983.46875,112515.8125,114034.890625,115584.140625,117036.2734375,118473.640625,119984.2578125,121484.6484375,122994.3828125,124466.4921875,125835.90625,127191.203125,128558.421875,129963.296875,131413.40625,132889.296875,134364.234375,135835.875,137305.375,138766.125,140231.375,141697.65625,143171.421875,144657.125,146153.84375,147664.78125,149180.703125,150705.53125,152253.5625,153803.65625,155355.46875,156901.5625,158433.453125,159972.203125,161521.515625,163083.734375,164649.140625,166218.4375
Ventura - CA,116959.2421875,118148.2734375,119321.8828125,120624.1875,121890.7109375,123142.0703125,124474.578125,125796.203125,127134.0,128607.921875,130078.28125,131528.84375,132932.5625,134189.34375,135426.28125,136669.125,137943.796875,139260.8125,140596.515625,141920.109375,143227.890625,144521.3125,145792.21875,147056.40625,148316.8125,149581.734375,150854.953125,152134.90625,153423.34375,154705.90625,155989.015625,157286.625,158579.25,159869.90625,161150.53125,162422.09375,163700.984375,164992.65625,166297.09375,167601.984375,168905.1875
Visalia - CA,69203.6171875,69673.4609375,70144.71875,70748.609375,71364.9609375,72004.0234375,72710.7421875,73450.7734375,74222.421875,75078.421875,75948.1171875,76808.5390625,77652.8671875,78435.59375,79219.40625,80012.5625,80829.296875,81672.8203125,82527.1796875,83376.4296875,84222.828125,85067.4609375,85904.84375,86743.828125,87580.7265625,88419.2109375,89263.2890625,90111.34375,90966.2734375,91820.9921875,92678.34375,93548.96875,94417.7578125,95284.2109375,96143.3203125,96986.609375,97831.328125,98680.796875,99535.53125,100390.6328125,101244.8671875
Washington - DC,127900.4609375,128857.2890625,129890.859375,130954.640625,132008.1875,133085.234375,134258.796875,135493.015625,136772.75,138167.640625,139579.34375,140984.0625,142377.1875,143690.171875,145001.734375,146318.171875,147648.375,148994.015625,150340.84375,151671.65625,152989.328125,154293.0625,155575.25,156852.296875,158117.734375,159380.125,160644.96875,161905.953125,163171.703125,164433.03125,165695.59375,166970.484375,168244.015625,169518.3125,170786.40625,172044.9375,173311.296875,174589.25,175879.734375,177174.84375,178471.546875
Wichita - KS,72681.2734375,73397.859375,74101.7421875,74852.2578125,75564.46875,76271.0,77042.640625,77817.6328125,78612.9765625,79513.2109375,80410.640625,81291.15625,82146.2421875,82903.0234375,83656.0625,84416.75,85196.828125,85999.8515625,86811.3125,87611.9296875,88399.0,89175.4921875,89936.359375,90693.71875,91446.328125,92200.5390625,92959.5078125,93721.6875,94491.84375,95258.8671875,96026.546875,96804.453125,97580.0390625,98355.9375,99127.5,99901.109375,100684.296875,101480.5,102288.953125,103099.328125,103909.953125
Winston-Salem - NC,68726.796875,69104.4609375,69536.7265625,70080.0390625,70622.828125,71183.21875,71811.640625,72499.4765625,73224.703125,74017.0625,74821.9765625,75608.140625,76381.53125,77109.78125,77836.890625,78568.1796875,79318.0390625,80090.671875,80875.21875,81658.90625,82441.1171875,83221.1171875,83995.1015625,84770.421875,85544.4921875,86319.84375,87099.421875,87881.25,88668.8828125,89457.75,90249.03125,91052.8125,91855.390625,92655.21875,93447.2578125,94221.21875,94993.25,95766.640625,96542.8828125,97318.8671875,98094.3671875
Worcester - MA,91708.1015625,92398.0390625,93143.5078125,93967.828125,94786.75,95621.609375,96524.96875,97460.96875,98431.578125,99492.7734375,100563.796875,101621.6484375,102660.7578125,103631.1796875,104600.8125,105580.5,106582.859375,107609.6015625,108646.28125,109674.140625,110695.1015625,111709.109375,112711.359375,113712.78125,114707.9921875,115703.1328125,116702.46875,117704.2890625,118714.09375,119722.8671875,120734.0,121756.6484375,122776.5390625,123794.640625,124805.8671875,125805.15625,126808.3671875,127819.21875,128838.6015625,129860.7578125,130883.7265625
York - PA,85721.7734375,86435.59375,87215.0234375,88068.671875,88910.2734375,89755.859375,90644.6796875,91531.8828125,92434.4609375,93393.34375,94354.6015625,95304.609375,96232.96875,97107.796875,97977.9921875,98854.1015625,99752.921875,100675.3125,101608.8515625,102539.6875,103467.59375,104392.1171875,105310.25,106230.421875,107149.109375,108071.65625,109000.796875,109934.6796875,110876.0390625,111818.75,112765.53125,113726.5,114686.8828125,115646.0625,116598.7421875,117533.46875,118468.7734375,119406.859375,120349.296875,121292.1484375,122235.3984375
Youngstown - OH,58755.3515625,59242.1796875,59736.69140625,60343.80078125,60948.0,61559.41015625,62217.359375,62835.578125,63455.03125,64137.73046875,64817.4296875,65499.76171875,66166.6171875,66769.6328125,67373.296875,67983.6484375,68611.546875,69258.8984375,69911.5703125,70557.640625,71196.046875,71828.4609375,72452.1796875,73075.953125,73698.078125,74323.34375,74954.5390625,75588.296875,76228.3984375,76866.8671875,77506.5234375,78159.796875,78810.4921875,79459.3828125,80099.953125,80728.390625,81358.296875,81992.296875,82631.3984375,83267.4609375,83901.40625
