Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
New Orleans - LA,48348.4609375,48388.859375,48544.94921875,48804.0,49358.2109375,49861.3203125,50248.3515625,50528.0,50307.53125,50122.3515625,50089.05078125,50301.01171875,51667.37109375,53129.94921875,54495.078125,55709.98828125,55645.171875,53880.53125,52854.21875,51885.19921875,51443.19140625,53512.78125,55168.7890625,56837.0,58701.2109375,59862.640625,60870.53125,61602.0,61839.03125,61647.98046875,61195.96875,60999.98828125,61083.859375,61481.9296875,61959.5,62373.01171875,62873.6484375,63273.0,63718.30859375,64157.51171875,64296.01953125,64466.1015625,64630.4296875,64913.1484375,65514.76171875,66221.1875,67041.890625,67834.3828125,68590.34375,69336.2109375,70029.3984375,70724.6484375,71430.3125,72140.9921875,72878.453125,73621.1796875,74356.203125,75084.6015625,75802.3125,76514.6796875,77221.3828125,77923.4609375,78626.7734375,79333.5625,80042.9765625,80759.0234375,81476.1171875,82200.4921875,82935.6015625,83675.2109375,84421.953125,85163.21875,85889.8828125,86601.4765625,87293.84375,87969.4375,88635.1171875,89290.046875,89938.6171875,90585.171875
New York - NY,63393.37890625,64265.28125,65091.98828125,66060.0,66710.25,67438.5625,68191.0234375,69228.0,69877.953125,70620.6796875,71490.8984375,72095.0,73408.421875,74611.5625,75394.9375,76065.0,75838.8203125,73500.25,72031.03125,70906.21875,70106.4921875,71836.046875,73449.609375,75228.0,77287.2578125,78897.8984375,80246.7421875,81157.0,81796.40625,82516.1015625,83100.0390625,83787.0,84892.7265625,86213.8203125,87576.6484375,88804.0,89917.9375,90641.09375,91327.5234375,91920.4609375,92130.7421875,92528.2578125,92909.7421875,93574.6328125,94633.21875,95793.3984375,97089.0703125,98341.609375,99561.15625,100773.046875,101911.8515625,103048.671875,104189.8125,105326.5625,106491.3125,107661.2265625,108818.90625,109968.609375,111105.40625,112233.1015625,113354.5078125,114468.359375,115584.6875,116707.859375,117837.2734375,118978.609375,120122.25,121277.9296875,122449.09375,123628.1015625,124818.09375,126000.953125,127160.53125,128296.5625,129403.3828125,130485.21875,131556.65625,132614.515625,133665.875,134716.71875
Norfolk - VA,60425.01953125,60760.7890625,61208.71875,61805.0,62430.421875,63124.8515625,63763.19140625,64255.0,64595.890625,64876.8203125,65161.21875,65603.9921875,66580.1875,67558.2421875,68506.3984375,69329.0,69628.2734375,68915.2421875,68626.6328125,68752.2734375,69045.53125,70614.1484375,71789.359375,72685.9921875,73260.2578125,73558.1484375,74104.2890625,74556.0,75589.4296875,76863.0390625,78021.8203125,79325.0,80354.671875,81189.7734375,81818.0,82402.0,83043.9921875,83656.109375,84412.1875,84973.3125,85266.328125,85545.328125,85744.59375,86092.90625,86738.4921875,87473.40625,88298.7890625,89125.796875,89947.15625,90779.6328125,91597.2421875,92433.9765625,93298.640625,94175.6171875,95072.9375,95977.546875,96879.0703125,97782.3125,98685.578125,99586.96875,100488.390625,101388.8984375,102291.609375,103201.7890625,104117.578125,105042.53125,105973.6796875,106915.2578125,107873.28125,108838.828125,109812.5078125,110783.828125,111742.421875,112694.9375,113635.703125,114566.609375,115482.53125,116386.953125,117285.6328125,118182.296875
Northern New Jersey - NJ,77399.9375,78324.390625,79328.203125,80484.0,81257.0,82237.40625,83270.0234375,84310.0,85285.7109375,86060.34375,86807.09375,87399.0,88456.9921875,89371.3984375,89997.9765625,90540.546875,90436.5078125,89089.84375,88687.078125,88617.6484375,89039.5,91041.828125,92521.828125,94187.84375,95445.71875,96649.21875,97931.078125,98849.0,99949.9375,101080.390625,102043.453125,103182.0078125,104294.7109375,105368.890625,106360.40625,107136.0078125,108124.8671875,108825.1328125,109404.8203125,110168.7890625,110397.96875,110800.8125,111331.78125,111855.796875,112815.9609375,113919.3984375,115140.6875,116343.96875,117513.40625,118682.4921875,119809.140625,120941.1328125,122085.3203125,123233.9921875,124405.5703125,125584.109375,126754.828125,127923.3203125,129086.4296875,130242.140625,131397.46875,132548.1875,133699.28125,134857.265625,136016.859375,137184.0625,138353.6875,139532.8125,140726.546875,141925.984375,143131.859375,144330.65625,145510.984375,146679.734375,147833.0625,148973.84375,150104.0625,151223.015625,152337.140625,153451.375
Northwest Arkansas - AR,51001.51171875,51224.2890625,51423.1484375,51848.01171875,52715.94140625,53761.6484375,54947.5,56038.0,56572.578125,56999.98828125,57378.44140625,57910.98828125,58746.1796875,59783.78125,60905.87890625,61674.0,61527.05859375,60434.62890625,59584.359375,59513.6484375,61438.75,65158.859375,68839.1171875,71766.9921875,73174.328125,73280.078125,73152.453125,73364.0,74242.3828125,75490.328125,76649.796875,77695.0,78583.71875,79342.7734375,80300.921875,81207.9921875,82179.7734375,83002.828125,83612.59375,84224.8203125,84333.9375,84619.109375,84953.46875,85404.8671875,86410.046875,87600.7421875,88998.0390625,90370.9921875,91679.703125,92976.28125,94184.359375,95387.75,96588.578125,97781.5234375,99004.4375,100230.7578125,101450.0703125,102660.203125,103854.4375,105041.03125,106222.1171875,107397.9375,108580.359375,109770.9375,110971.21875,112186.2734375,113406.203125,114641.9921875,115895.7734375,117163.59375,118451.7578125,119740.3828125,120995.46875,122211.5625,123378.71875,124499.8125,125605.6328125,126693.296875,127772.0625,128847.8671875
Ocala - FL,39829.71875,39586.63671875,39325.234375,39382.99609375,40308.734375,41514.6640625,42734.4296875,43910.0,44122.80078125,44123.19921875,44268.91015625,44576.0,45825.58984375,47226.08984375,48503.73046875,49576.0,49778.01953125,49580.609375,49707.08984375,49968.28125,51008.78125,52642.30859375,54023.5703125,55161.0,55121.12890625,54728.23828125,54369.62890625,54190.0,55101.08984375,56184.05859375,57249.6484375,58606.0,60050.2890625,61582.4609375,63182.73828125,64410.0,65199.55859375,65652.640625,65979.2421875,66324.34375,66434.5625,66666.9609375,66860.7890625,67105.7578125,67565.140625,68072.8671875,68655.3828125,69226.4609375,69810.90625,70400.1015625,70962.078125,71536.4765625,72147.9609375,72774.34375,73429.1015625,74097.1171875,74759.328125,75425.328125,76091.578125,76759.4921875,77429.140625,78100.78125,78778.6875,79464.140625,80153.8828125,80852.609375,81556.09375,82269.1484375,82998.4296875,83734.8515625,84478.5390625,85220.7109375,85948.546875,86664.5625,87365.6015625,88052.296875,88727.078125,89392.90625,90053.8828125,90713.53125
Ogden - UT,66564.9765625,67641.1796875,68912.390625,70227.0,70584.2109375,70984.3828125,71309.6875,71629.0,72850.953125,74133.9296875,75444.078125,76653.0,77829.1171875,78526.59375,78984.59375,79251.0078125,78462.8515625,77761.25,77207.2890625,77165.40625,77888.5234375,78815.5078125,80041.78125,81364.0078125,83802.3203125,86609.7890625,89625.71875,92600.0,94883.25,97151.5078125,98942.09375,100461.0,100337.90625,99849.6328125,99164.203125,98456.0,99308.9921875,100213.609375,101348.78125,102327.1796875,102648.1484375,103027.90625,103403.1328125,103950.3984375,104794.21875,105687.0703125,106637.640625,107569.046875,108479.34375,109401.8203125,110303.8515625,111228.75,112176.859375,113134.0234375,114113.7578125,115101.25,116086.75,117073.0078125,118057.703125,119041.2421875,120025.7421875,121010.4921875,121999.7109375,122999.3671875,124006.7421875,125024.7734375,126047.9296875,127080.1015625,128126.2265625,129180.34375,130243.7890625,131307.046875,132361.15625,133409.15625,134446.90625,135474.703125,136493.109375,137504.4375,138513.359375,139524.984375
Oklahoma City - OK,52874.91015625,53730.30078125,54438.80078125,55065.0,55322.66015625,55641.69140625,55959.48828125,56260.0,56632.78125,56870.80859375,57138.98046875,57485.01171875,58468.83984375,59235.51171875,59965.73046875,60605.0,60586.01953125,59759.66015625,59361.890625,58967.1796875,58618.83984375,59828.37890625,60680.96875,61815.0,63084.2890625,64079.8203125,65358.51171875,66301.0,67515.2734375,68388.3515625,69031.5234375,69895.0078125,70608.078125,71514.03125,72301.171875,72930.0078125,73511.8515625,74069.4609375,74616.2890625,75161.84375,75403.4375,75615.25,75868.390625,76313.6015625,77169.046875,78113.421875,79192.703125,80208.2578125,81165.953125,82109.0390625,82972.0390625,83837.03125,84705.40625,85570.09375,86462.6484375,87354.65625,88233.46875,89097.7890625,89943.1171875,90774.6171875,91593.5390625,92400.828125,93207.28125,94016.5625,94828.3203125,95648.828125,96467.28125,97296.09375,98138.421875,98986.65625,99845.5703125,100693.921875,101537.953125,102367.4375,103177.953125,103975.1328125,104759.6171875,105531.7734375,106296.296875,107059.34375
Omaha - NE,61397.76953125,61644.671875,61909.91015625,62247.0,63016.71875,63971.94140625,64745.671875,65619.0,65745.4765625,65691.796875,65763.8671875,66240.9921875,67311.46875,68368.7578125,69629.8203125,70373.0,70496.8125,69833.0,69330.359375,69343.921875,69678.6015625,71582.3203125,73014.953125,73720.0,75566.7734375,76638.0390625,78110.2890625,79637.9921875,80305.953125,80881.8828125,81040.2265625,81376.0078125,81853.328125,82627.9609375,83528.203125,84523.9921875,85465.90625,86418.2109375,87491.8203125,88357.7265625,88854.921875,89228.8984375,89468.3203125,89990.203125,91020.5,92181.1328125,93537.890625,94822.7109375,96007.578125,97157.9609375,98175.8125,99172.8984375,100155.3515625,101114.2734375,102099.9375,103078.328125,104033.65625,104965.5625,105866.78125,106746.4921875,107609.5703125,108458.7890625,109307.546875,110159.15625,111013.046875,111874.859375,112730.2890625,113594.046875,114468.7890625,115345.921875,116234.171875,117106.46875,117979.46875,118839.2578125,119678.8125,120508.140625,121321.8203125,122119.5703125,122909.0078125,123695.0
Orange County - CA,79159.3984375,79863.1015625,80739.8671875,81837.0078125,82748.9296875,83892.2734375,85027.8515625,86217.0,87093.2578125,87915.4921875,88837.7109375,89758.9921875,91466.6328125,93221.2109375,94637.90625,95934.0,96650.828125,95180.578125,94666.2265625,94851.578125,94624.9296875,96995.3125,98987.6171875,100559.0,102608.40625,104113.359375,105395.6875,106208.9921875,106980.6171875,108018.3125,108898.5625,110042.0,111659.03125,112888.28125,114050.0703125,115229.0,116204.6015625,117055.9921875,118007.25,118833.296875,119138.65625,119755.5078125,120381.5703125,121257.8828125,122691.75,124305.3125,126113.2578125,127865.7421875,129536.4375,131174.296875,132700.015625,134212.296875,135728.875,137241.8125,138795.40625,140360.375,141916.484375,143466.265625,145002.828125,146535.140625,148065.5,149594.1875,151131.34375,152679.6875,154240.203125,155817.34375,157401.546875,159001.890625,160621.84375,162254.40625,163903.9375,165550.3125,167169.4375,168759.96875,170312.953125,171832.0625,173334.53125,174819.546875,176296.140625,177771.3125
Orlando - FL,51366.640625,51631.33984375,52033.80859375,52385.0,52985.08984375,53645.7109375,54262.6796875,55089.0,55949.01953125,56749.078125,57741.28125,58610.0,59605.80078125,60571.53125,61249.12109375,61876.0,62369.37890625,61019.71875,60365.26171875,60040.671875,59252.26171875,61169.12890625,63042.69921875,64936.0,67275.796875,68992.0703125,70489.71875,71857.0,73445.609375,75008.171875,76182.2421875,77378.0,78355.03125,79191.7265625,80213.2734375,81043.9921875,82124.203125,82976.1015625,83666.5703125,84294.453125,84434.421875,84789.046875,85179.9375,85653.2265625,86374.75,87158.359375,88016.796875,88859.6328125,89696.7734375,90526.703125,91319.96875,92120.09375,92943.4609375,93775.0703125,94625.0390625,95481.6484375,96329.078125,97175.09375,98018.171875,98857.7109375,99695.6171875,100529.9375,101365.0703125,102206.0,103051.25,103906.21875,104766.171875,105636.59375,106522.109375,107414.390625,108315.1171875,109212.828125,110098.328125,110975.6796875,111840.96875,112695.7421875,113540.6328125,114377.8828125,115211.296875,116046.2109375
Palm Beach - FL,56933.390625,57101.21875,57378.41015625,57580.0,58159.94921875,58891.44140625,59459.25,60057.0,60307.78125,60488.8515625,60978.66015625,61691.0,63150.390625,64624.640625,65751.5703125,66622.9921875,66580.3125,65471.1015625,64910.44921875,64518.48046875,64699.76953125,66478.0078125,68201.6015625,70002.0,71677.4609375,73157.28125,74733.796875,76592.0078125,79060.46875,81435.25,83416.7578125,84921.0078125,85183.6484375,85126.4296875,85029.9609375,84788.9921875,85359.1875,85831.65625,86242.328125,86735.2265625,86712.40625,86856.359375,87097.3984375,87573.7109375,88502.3671875,89552.09375,90751.9921875,91907.1484375,93006.859375,94091.359375,95096.9921875,96098.171875,97097.7109375,98086.7265625,99095.7421875,100100.921875,101089.7109375,102064.359375,103020.0078125,103962.9921875,104895.5078125,105816.71875,106735.9921875,107654.671875,108574.2421875,109501.90625,110429.09375,111367.1171875,112318.09375,113276.4921875,114247.59375,115214.6015625,116147.5390625,117046.1796875,117903.71875,118723.046875,119528.890625,120319.5703125,121101.3984375,121879.7421875
Pensacola - FL,50390.46875,50232.44921875,50310.73828125,50496.0,51041.05859375,51726.30078125,52446.25,53378.0,54576.12109375,55800.33984375,57105.21875,57998.01171875,58026.671875,57697.890625,56997.80078125,56507.0,56608.578125,56671.140625,57421.109375,58315.33984375,59524.890625,61422.5703125,63141.28125,64877.01171875,65733.7734375,66373.84375,67050.203125,68034.0,70720.5390625,73581.2109375,76197.0234375,78315.0078125,77775.4609375,76631.84375,75412.890625,74248.0,75088.28125,76007.1875,76934.9609375,77828.1171875,77943.140625,78241.71875,78539.2890625,78906.453125,79498.1484375,80148.359375,80873.546875,81592.6328125,82317.7421875,83049.03125,83758.1484375,84480.3203125,85231.453125,85994.3515625,86779.140625,87573.6015625,88364.4765625,89158.7578125,89955.2421875,90751.2109375,91547.9921875,92345.6015625,93146.046875,93955.0703125,94769.8671875,95594.4296875,96425.65625,97267.328125,98125.6328125,98991.46875,99865.046875,100737.1484375,101596.703125,102448.2890625,103289.109375,104118.9296875,104938.3671875,105749.7109375,106557.421875,107365.53125
Philadelphia - PA,65348.7890625,65485.8203125,65748.5,65996.0,66572.2578125,67215.25,67824.75,68572.0,69024.1328125,69525.28125,70169.921875,70747.0,71809.2734375,72848.0,73644.0078125,74533.0,75098.6015625,74220.046875,74222.21875,74469.859375,74859.703125,76971.9765625,78507.1328125,80007.0,81262.546875,82333.9921875,83401.3671875,84123.0,84842.546875,85505.328125,86113.7734375,86867.0,87858.7421875,88932.25,89915.53125,90850.0,91827.40625,92665.7890625,93507.3203125,94305.5703125,94789.7421875,95287.671875,95730.2109375,96264.1171875,97110.0703125,98045.2578125,99077.40625,100088.7578125,101079.7109375,102075.28125,103035.7890625,104007.46875,105000.1328125,106001.40625,107028.4609375,108065.0234375,109096.1875,110127.953125,111156.25,112182.390625,113208.390625,114232.7109375,115261.328125,116297.296875,117338.6015625,118390.5078125,119446.546875,120512.8125,121594.3203125,122681.328125,123775.9375,124865.859375,125940.9921875,127005.703125,128056.1015625,129095.2109375,130124.2421875,131144.8125,132162.125,133180.25
Phoenix - AZ,56141.87109375,56744.390625,57450.8515625,58075.01171875,58834.0390625,59649.48046875,60581.16015625,61506.0,62310.44140625,63049.05078125,63693.87109375,64427.0,65306.2890625,66201.03125,67077.6484375,67896.0,68387.8984375,68124.3203125,68362.6328125,69045.6015625,69877.7734375,71976.671875,73900.328125,75731.0,77936.53125,79774.328125,81525.59375,82883.9921875,83809.296875,84648.328125,85185.40625,85700.0,86767.703125,87831.8203125,88842.5703125,90133.0,90775.3828125,91206.6015625,91730.5234375,92100.34375,92384.15625,92830.5,93287.3671875,93812.6328125,94678.0625,95644.15625,96717.6796875,97768.640625,98786.890625,99794.546875,100748.9375,101703.3671875,102671.1875,103641.90625,104639.078125,105645.8203125,106649.921875,107654.03125,108653.8515625,109651.2265625,110645.5390625,111640.2109375,112640.2109375,113647.65625,114660.703125,115682.8984375,116708.421875,117743.9921875,118794.7265625,119851.96875,120918.171875,121980.609375,123029.71875,124068.6328125,125092.7734375,126105.546875,127108.2109375,128102.28125,129092.921875,130083.96875
Pittsburgh - PA,54512.48046875,54987.78125,55547.9296875,56063.0,56648.671875,57276.12109375,57869.94921875,58520.98828125,58892.921875,59178.55078125,59459.41015625,59709.98828125,60469.76171875,61274.98828125,61913.76171875,62638.0,62889.0,61903.91015625,61701.640625,61722.37890625,61965.1015625,63819.51953125,65218.8984375,66608.9921875,67866.4375,68884.2578125,69922.5390625,70607.0078125,71147.9765625,71580.1875,71941.9765625,72532.0,73709.6875,74989.7578125,76174.9375,77213.9921875,77980.2421875,78573.9609375,79216.5625,79903.5703125,80386.609375,80918.21875,81335.8125,81768.796875,82458.1015625,83224.453125,84071.4296875,84904.46875,85721.171875,86539.4296875,87331.8671875,88134.578125,88957.6171875,89791.0625,90646.296875,91510.8984375,92372.609375,93235.7578125,94098.9609375,94962.921875,95827.7265625,96694.3984375,97565.796875,98444.359375,99329.6328125,100223.34375,101120.8984375,102027.3828125,102946.609375,103870.71875,104801.0703125,105727.4765625,106642.3984375,107551.0,108450.5234375,109342.296875,110226.3203125,111103.3203125,111977.4921875,112852.8984375
Port St. Lucie - FL,48091.3203125,48172.9609375,48400.12890625,48746.0,49088.83984375,49756.109375,50519.328125,51392.01171875,52344.19921875,53263.12890625,54348.4609375,55714.0,57619.78125,59564.578125,61296.140625,62608.0,62786.80078125,62249.9296875,61733.48828125,61112.6484375,61418.48828125,62174.1484375,62840.80859375,63771.01171875,64556.390625,65697.2109375,67206.2578125,68460.0,68715.65625,68603.3984375,68111.296875,68316.0,70822.578125,73921.0390625,77458.65625,80659.0,81993.796875,82678.7109375,82979.8984375,83086.890625,83205.1875,83468.5625,83749.0,84099.890625,84778.96875,85550.921875,86438.890625,87300.078125,88135.84375,88961.390625,89727.8984375,90492.1328125,91270.1796875,92049.546875,92852.8125,93661.3125,94460.0,95253.21875,96037.4296875,96817.59375,97595.2734375,98371.71875,99153.203125,99940.5625,100732.2265625,101531.953125,102333.4765625,103143.6875,103966.390625,104795.5390625,105634.1171875,106469.4296875,107284.203125,108078.203125,108846.6796875,109592.6171875,110328.21875,111053.640625,111773.6328125,112492.328125
Portland - ME,62618.12890625,62939.23046875,63104.69921875,63422.0,64460.26171875,65702.1328125,67264.2109375,68570.0078125,69355.2734375,69822.34375,69896.1171875,69980.0,70326.109375,70717.3203125,71276.25,71913.0,72293.2265625,71490.796875,71299.7421875,71699.1015625,72231.296875,74643.90625,76808.96875,78558.0,80380.5625,81764.078125,82912.3515625,84312.0078125,86271.46875,88336.21875,90435.59375,92117.0,92857.1484375,93094.3671875,93061.7421875,93062.0,93475.8671875,94107.171875,94802.7109375,95279.671875,95348.15625,95445.6484375,95581.71875,95983.4921875,96722.09375,97558.8515625,98492.4609375,99406.953125,100298.2890625,101189.21875,102042.71875,102904.9375,103786.2421875,104675.7578125,105589.6796875,106514.4375,107436.140625,108359.5234375,109283.25,110206.8671875,111130.6875,112054.140625,112980.609375,113913.6796875,114851.8203125,115798.609375,116749.21875,117708.96875,118684.109375,119665.0,120653.3984375,121636.71875,122609.8515625,123576.1484375,124531.0,125478.1484375,126415.9375,127345.15625,128271.53125,129198.3125
Portland - OR,65141.1796875,66435.953125,67489.6328125,68676.0,69340.046875,70214.546875,71073.6171875,71931.0,72910.328125,73744.2578125,74706.421875,75599.0,76512.890625,77279.8203125,77834.078125,78439.0,78842.2421875,78019.34375,77768.2265625,77791.109375,78167.03125,80274.5078125,82136.296875,83942.9921875,85620.1015625,86855.4921875,88233.2578125,89312.0,90841.4921875,92318.1796875,93650.34375,94925.0,95706.9921875,96856.328125,97880.25,98994.0,99831.28125,100405.6328125,100916.640625,101376.8515625,101778.4765625,102207.0234375,102658.8984375,103258.9765625,104199.5390625,105252.28125,106406.7421875,107537.53125,108642.203125,109741.28125,110798.171875,111861.3125,112942.828125,114029.828125,115140.328125,116257.6015625,117373.09375,118491.6796875,119610.328125,120731.4765625,121851.3125,122970.5234375,124093.40625,125223.4296875,126359.5390625,127504.46875,128654.6875,129815.421875,130992.7109375,132177.953125,133372.6875,134564.71875,135741.5625,136907.203125,138056.46875,139192.640625,140317.484375,141433.3125,142545.625,143658.203125
Poughkeepsie - NY,72562.15625,73125.8671875,73634.1171875,74288.9375,74613.4765625,75088.2421875,75739.6171875,76633.0234375,77537.8203125,78458.5,79397.4375,80116.65625,81575.0390625,82994.9296875,84072.03125,85152.0,84954.90625,84259.4609375,84201.9296875,84007.9609375,85302.9765625,86866.7734375,87860.7578125,89033.0,89003.8203125,89046.6484375,89402.546875,89825.9921875,90989.5390625,92706.75,94448.6484375,95839.0,96299.0625,96145.3671875,95612.5234375,95125.0078125,95463.8203125,95892.796875,96624.0,97407.859375,97677.046875,98092.8671875,98457.5,99040.640625,99928.78125,100882.1015625,101937.5234375,102972.28125,103999.671875,105024.109375,105999.109375,106978.7109375,107979.0390625,108988.609375,110030.0390625,111085.2421875,112135.1171875,113184.40625,114229.71875,115272.953125,116316.09375,117357.4765625,118403.1875,119456.59375,120516.40625,121588.109375,122665.0703125,123754.5390625,124860.7890625,125975.3203125,127100.1875,128221.5625,129326.15625,130416.7265625,131487.65625,132540.703125,133579.90625,134606.671875,135627.453125,136647.515625
Providence - RI,59694.71875,60388.421875,61262.26171875,61947.98828125,62847.2109375,63721.4609375,64500.4609375,65226.0,65259.55859375,65138.5703125,64965.5390625,65083.0,66679.59375,68288.453125,69710.453125,70967.0,71042.046875,69962.09375,69775.390625,69961.1015625,69905.3203125,71567.25,72702.84375,73788.0,76072.5625,78156.9765625,80068.5,81784.0,82462.078125,82846.2421875,83216.453125,83330.0,83380.5703125,83330.296875,83134.0234375,82870.0078125,83237.7265625,83723.078125,84386.8203125,85211.8125,85507.03125,85831.09375,86106.59375,86531.0078125,87274.859375,88092.328125,89009.5703125,89894.609375,90749.8984375,91601.859375,92402.640625,93212.03125,94043.921875,94882.5234375,95750.59375,96627.5234375,97495.4609375,98359.09375,99212.8125,100059.390625,100899.328125,101733.140625,102567.4765625,103406.140625,104248.6796875,105099.578125,105952.5625,106814.5,107689.8203125,108569.4921875,109456.046875,110334.8125,111205.9921875,112070.3125,112923.5625,113769.46875,114603.28125,115426.5390625,116244.40625,117060.953125
Provo - UT,66302.3515625,67378.7578125,68412.671875,69288.0,69435.203125,69538.9609375,69707.3125,70196.0,71406.6171875,72758.1015625,74112.890625,75344.0,76700.28125,77652.0625,78498.3671875,79152.0,79024.0234375,79055.7734375,79581.9296875,80534.4609375,81896.65625,83551.78125,85099.4296875,86629.0078125,89045.4609375,91427.9765625,93658.359375,95687.0,97303.3671875,98732.671875,99768.2265625,100791.0,100907.7734375,101032.546875,101079.9296875,101014.0,101581.2734375,102187.703125,103076.78125,104114.2421875,104654.953125,105278.5703125,105934.2734375,106594.6328125,107630.9921875,108760.5,110007.5703125,111228.65625,112404.7578125,113585.4296875,114714.4375,115855.78125,117008.796875,118160.5,119336.8984375,120519.03125,121695.6796875,122866.7890625,124029.09375,125184.890625,126339.5625,127490.171875,128643.3203125,129804.8203125,130972.65625,132153.578125,133340.640625,134540.34375,135755.8125,136981.390625,138220.265625,139457.859375,140687.046875,141905.796875,143109.296875,144301.15625,145485.40625,146662.25,147838.453125,149018.109375
Raleigh - NC,67321.15625,68810.7265625,70316.1171875,71684.9921875,72089.609375,72352.7109375,72439.9296875,72576.0,72983.5234375,73618.59375,74299.9375,75165.0,76755.7109375,78138.90625,79306.8828125,80096.0,79950.5234375,78537.421875,77987.9921875,77833.2578125,78362.2265625,80828.5234375,83044.640625,85302.9921875,87604.609375,89399.8984375,91272.3671875,92739.0078125,93904.109375,94840.703125,95321.359375,96096.0,97396.0625,99005.53125,100647.5234375,102144.0,103012.953125,103507.03125,103901.4765625,104286.21875,104501.4609375,104934.4765625,105428.3125,105963.75,106840.4609375,107841.34375,108967.8984375,110095.90625,111201.109375,112303.4296875,113361.5078125,114417.1015625,115479.46875,116541.3828125,117619.8203125,118701.421875,119777.0703125,120849.171875,121915.3125,122976.7265625,124035.7421875,125093.046875,126154.09375,127222.4375,128295.703125,129377.9921875,130464.140625,131559.578125,132668.90625,133784.015625,134906.765625,136023.71875,137126.296875,138215.84375,139288.515625,140348.4375,141398.53125,142440.796875,143479.546875,144519.53125
Reading - PA,56779.87109375,57567.328125,58480.62890625,59286.0,59820.71875,60285.421875,60600.8203125,61057.98828125,61335.94140625,61692.9609375,62095.01953125,62563.98828125,63876.41015625,65282.76171875,66584.2890625,67708.0078125,67992.6015625,66727.9609375,66212.953125,65854.96875,65866.609375,67268.6796875,67949.6796875,68658.0,69235.15625,70031.03125,71112.4765625,72069.9921875,73114.109375,74037.2265625,74823.2421875,75675.0,76290.3515625,76934.2109375,77529.90625,78074.0,78923.3515625,79679.5703125,80407.0,81134.5078125,81557.7578125,81989.4921875,82372.6171875,82794.421875,83468.2265625,84212.78125,85048.796875,85877.859375,86694.15625,87510.09375,88294.8515625,89086.2109375,89903.2109375,90731.2265625,91583.28125,92446.1171875,93303.046875,94162.15625,95020.359375,95875.578125,96730.5625,97583.65625,98439.0078125,99302.109375,100171.0703125,101049.6328125,101933.2890625,102826.59375,103734.828125,104648.9375,105569.8125,106485.8984375,107392.828125,108293.546875,109184.5234375,110068.4296875,110940.2734375,111803.546875,112662.0703125,113520.1796875
Reno - NV,56915.37109375,57155.19921875,57831.03125,58056.0,58861.109375,59803.5,60505.26953125,61360.0,61740.6015625,62034.8984375,62466.46875,63466.0,65707.21875,68117.078125,70284.3828125,72132.0078125,71900.8828125,70389.9375,69570.4609375,68990.53125,69853.8125,72388.6328125,74415.0234375,76182.0,77544.59375,78430.5234375,79317.171875,80333.0078125,81044.0625,81916.9921875,82804.0625,83759.0,85297.546875,86643.6015625,87870.40625,89159.0,90052.5625,90795.0625,91470.6171875,91917.421875,92111.46875,92420.6484375,92791.3125,93275.828125,94180.84375,95188.546875,96324.5625,97423.1484375,98463.0625,99488.2578125,100445.859375,101400.34375,102367.6875,103337.3671875,104337.2109375,105347.75,106353.890625,107358.25,108354.8828125,109348.6875,110339.359375,111327.6875,112321.2265625,113321.953125,114329.9609375,115349.6484375,116373.6328125,117408.7734375,118459.640625,119519.140625,120591.0625,121660.78125,122710.46875,123740.1171875,124744.1171875,125724.578125,126692.828125,127649.7265625,128600.890625,129551.7265625
